PERMIT_NUM,REVISION_NUM,PERMIT_TYPE,STRUCTURE_TYPE,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,POSTAL,GREEN_ROOF_AREA,ID
14 267679,0,New Building,Apartment Building,2014-12-24T00:00:00Z,2017-05-11T00:00:00Z,2021-09-10T00:00:00Z,Closed,M1N,76.44000000000001,14 267679_0
14 268476,0,Building Additions/Alterations,Apartment Building,2014-12-30T00:00:00Z,2016-04-07T00:00:00Z,2017-04-12T00:00:00Z,Closed,M6H,90.91000000000001,14 268476_0
14 268627,0,Building Additions/Alterations,Apartment Building,2014-12-30T00:00:00Z,2016-02-25T00:00:00Z,2017-02-13T00:00:00Z,Closed,M6H,90.81,14 268627_0
15 108034,0,New Building,Office,2015-01-23T00:00:00Z,2016-12-05T00:00:00Z,NA,Inspection,NA,243,15 108034_0
15 132345,0,New Building,Multiple Use/Non Residential,2015-03-25T00:00:00Z,2015-07-16T00:00:00Z,NA,Inspection,M4Y,150.6,15 132345_0
15 134857,0,New Building,Retail Store,2015-03-31T00:00:00Z,2016-08-18T00:00:00Z,2016-10-31T00:00:00Z,Closed,M6A,1553.8,15 134857_0
15 137670,0,New Building,Other,2015-04-08T00:00:00Z,2015-12-31T00:00:00Z,2023-07-11T00:00:00Z,Closed,M3M,358,15 137670_0
15 140135,0,New Building,Multiple Use/Non Residential,2015-04-13T00:00:00Z,2018-03-27T00:00:00Z,NA,Inspection,M5A,2114,15 140135_0
15 140383,0,New Building,Self-Service Storage Building,2015-04-14T00:00:00Z,2016-03-08T00:00:00Z,2017-03-20T00:00:00Z,Closed,M1C,1587.8,15 140383_0
15 140425,0,New Building,Self-Service Storage Building,2015-04-14T00:00:00Z,2016-03-08T00:00:00Z,2017-03-20T00:00:00Z,Closed,M1C,1659.1,15 140425_0
15 143919,0,New Building,Mixed Use/Res w Non Res,2015-04-20T00:00:00Z,2017-03-29T00:00:00Z,2019-08-14T00:00:00Z,Closed,M5B,473.34000000000003,15 143919_0
15 144491,0,Building Additions/Alterations,Multiple Unit Building,2015-04-21T00:00:00Z,2019-03-13T00:00:00Z,2021-12-08T00:00:00Z,Closed,M2N,5361,15 144491_0
15 147402,0,Small Residential Projects,SFD - Detached,2015-04-27T00:00:00Z,2015-06-09T00:00:00Z,NA,Inspection,M4L,26.22,15 147402_0
15 150230,0,New Building,Mixed Use/Res w Non Res,2015-05-01T00:00:00Z,2018-10-02T00:00:00Z,2021-05-28T00:00:00Z,Closed,M5R,13.1,15 150230_0
15 151323,0,New Building,Mixed Use/Res w Non Res,2015-05-04T00:00:00Z,2016-12-09T00:00:00Z,2024-03-14T00:00:00Z,Closed,M4X,524.2,15 151323_0
15 153872,0,New Building,Apartment Building,2015-05-08T00:00:00Z,2018-09-10T00:00:00Z,NA,Inspection,M4P,560,15 153872_0
15 159182,0,New Building,Mixed Use/Res w Non Res,2015-05-19T00:00:00Z,2018-01-24T00:00:00Z,NA,Inspection,M4Y,14.33,15 159182_0
15 162424,0,Building Additions/Alterations,Warehouse,2015-05-25T00:00:00Z,NA,NA,Examiner's Notice Sent,M3N,7617,15 162424_0
15 169372,0,New Building,Apartment Building,2015-06-05T00:00:00Z,2016-06-22T00:00:00Z,NA,Inspection,M4V,252.07,15 169372_0
15 174905,0,Small Residential Projects,SFD - Semi-Detached,2015-06-16T00:00:00Z,2015-07-15T00:00:00Z,2015-12-17T00:00:00Z,Closed,M5P,38.6,15 174905_0
15 174944,0,Small Residential Projects,SFD - Semi-Detached,2015-06-16T00:00:00Z,2015-07-15T00:00:00Z,2015-12-17T00:00:00Z,Closed,M5P,27.9,15 174944_0
15 174949,0,New Building,Mixed Use/Res w Non Res,2015-06-16T00:00:00Z,2018-07-18T00:00:00Z,NA,Inspection,NA,1045,15 174949_0
15 176396,0,New Building,Mixed Use/Res w Non Res,2015-06-18T00:00:00Z,2017-12-07T00:00:00Z,2022-03-21T00:00:00Z,Closed,NA,1120,15 176396_0
15 183221,0,New Building,Mixed Use/Res w Non Res,2015-06-30T00:00:00Z,2017-05-01T00:00:00Z,NA,Inspection,NA,720.7800000000001,15 183221_0
15 183406,0,Small Residential Projects,SFD - Detached,2015-06-30T00:00:00Z,2015-08-18T00:00:00Z,2019-12-11T00:00:00Z,Closed,M4E,10.31,15 183406_0
15 191104,0,New Building,Mixed Use/Res w Non Res,2015-07-15T00:00:00Z,2018-10-04T00:00:00Z,NA,Inspection,M4S,59,15 191104_0
15 201043,0,New Houses,SFD - Townhouse,2015-08-04T00:00:00Z,2017-06-19T00:00:00Z,2019-01-17T00:00:00Z,Closed,M4X,890,15 201043_0
15 202222,0,New Building,Retail Store,2015-08-05T00:00:00Z,2016-08-02T00:00:00Z,2018-05-14T00:00:00Z,Closed,M8W,0,15 202222_0
15 206321,0,Building Additions/Alterations,Multiple Use/Non Residential,2015-08-13T00:00:00Z,2020-02-05T00:00:00Z,2024-02-27T00:00:00Z,Closed,M6N,0,15 206321_0
15 219396,0,New Building,Apartment Building,2015-09-08T00:00:00Z,2017-06-30T00:00:00Z,2018-06-14T00:00:00Z,Closed,M4E,190,15 219396_0
15 220175,0,New Building,Mixed Use/Res w Non Res,2015-09-09T00:00:00Z,2017-09-18T00:00:00Z,2019-10-03T00:00:00Z,Closed,M5V,514,15 220175_0
15 222772,0,Building Additions/Alterations,Industrial,2015-09-15T00:00:00Z,2016-11-22T00:00:00Z,2018-04-18T00:00:00Z,Closed,M1B,266,15 222772_0
15 223954,0,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,2015-09-17T00:00:00Z,2016-09-22T00:00:00Z,2019-03-13T00:00:00Z,Closed,M3K,1183,15 223954_0
15 224200,0,Building Additions/Alterations,Retail Store,2015-09-17T00:00:00Z,2016-12-20T00:00:00Z,2018-01-11T00:00:00Z,Closed,M6A,0,15 224200_0
15 224387,0,New Building,Medical/Dental Office,2015-09-17T00:00:00Z,2016-07-07T00:00:00Z,2023-02-23T00:00:00Z,Closed,M1B,914,15 224387_0
15 224973,0,New Houses,SFD - Detached,2015-09-18T00:00:00Z,2015-10-21T00:00:00Z,2024-04-09T00:00:00Z,Closed,M2N,460.15000000000003,15 224973_0
15 226338,0,New Building,Multiple Use/Non Residential,2015-09-22T00:00:00Z,2018-04-27T00:00:00Z,NA,Permit Issued,NA,1030,15 226338_0
15 228084,0,New Building,Apartment Building,2015-09-24T00:00:00Z,2018-07-20T00:00:00Z,2023-07-05T00:00:00Z,Closed,NA,1682,15 228084_0
15 228503,0,New Building,Apartment Building,2015-09-25T00:00:00Z,2018-07-17T00:00:00Z,NA,Inspection,M2J,186,15 228503_0
15 230306,0,New Building,Mixed Use/Res w Non Res,2015-09-29T00:00:00Z,2020-12-07T00:00:00Z,NA,Inspection,M4E,524.8,15 230306_0
15 231555,0,New Building,Mixed Use/Res w Non Res,2015-10-01T00:00:00Z,2018-04-27T00:00:00Z,NA,Inspection,M4L,368,15 231555_0
15 232712,0,Building Additions/Alterations,Multiple Use/Non Residential,2015-10-05T00:00:00Z,2017-07-04T00:00:00Z,NA,Inspection,M4N,526.7,15 232712_0
15 234807,0,Building Additions/Alterations,Elementary School,2015-10-08T00:00:00Z,2016-01-14T00:00:00Z,2017-11-08T00:00:00Z,Closed,M9P,0,15 234807_0
15 236812,0,Building Additions/Alterations,Elementary School,2015-10-13T00:00:00Z,2016-07-19T00:00:00Z,NA,Inspection,M1E,308.6,15 236812_0
15 237835,0,New Building,Apartment Building,2015-10-15T00:00:00Z,2018-01-15T00:00:00Z,2019-04-05T00:00:00Z,Closed,M4C,1099,15 237835_0
15 239771,0,New Building,Mixed Use/Res w Non Res,2015-10-20T00:00:00Z,2017-06-06T00:00:00Z,NA,Inspection,M6R,710.8,15 239771_0
15 239795,0,Building Additions/Alterations,Multiple Use/Non Residential,2015-10-20T00:00:00Z,2016-12-06T00:00:00Z,NA,Inspection,M1E,611.5,15 239795_0
15 240559,0,New Building,Warehouse,2015-10-21T00:00:00Z,2016-06-28T00:00:00Z,2021-10-11T00:00:00Z,Closed,NA,1536.3,15 240559_0
15 240592,0,New Building,Warehouse,2015-10-21T00:00:00Z,2016-06-22T00:00:00Z,NA,Inspection,NA,1515.5,15 240592_0
15 241022,0,New Building,Mixed Use/Res w Non Res,2015-10-22T00:00:00Z,2016-09-14T00:00:00Z,NA,Inspection,M6B,887,15 241022_0
15 242520,1,Small Residential Projects,SFD - Semi-Detached,2022-01-17T00:00:00Z,2022-05-19T00:00:00Z,NA,Revision Issued,M5R,44.27,15 242520_1
15 246701,0,New Building,Mixed Use/Res w Non Res,2015-11-03T00:00:00Z,2018-05-28T00:00:00Z,NA,Inspection,M5V,2000.37,15 246701_0
15 247214,0,New Building,Mixed Use/Res w Non Res,2015-11-04T00:00:00Z,2017-07-17T00:00:00Z,NA,Inspection,M5A,1111,15 247214_0
15 250435,0,New Building,Mixed Use/Res w Non Res,2015-11-12T00:00:00Z,2018-12-17T00:00:00Z,NA,Inspection,M5A,643,15 250435_0
15 251842,0,New Building,Multiple Use/Non Residential,2015-11-16T00:00:00Z,2017-01-26T00:00:00Z,NA,Inspection,M8Y,350,15 251842_0
15 259197,0,New Building,Mixed Use/Res w Non Res,2015-12-01T00:00:00Z,2021-09-17T00:00:00Z,2024-02-13T00:00:00Z,Closed,NA,230.68,15 259197_0
15 261547,0,New Building,Nursing Home Facility,2015-12-07T00:00:00Z,2018-06-13T00:00:00Z,2019-11-06T00:00:00Z,Closed,M1L,2471,15 261547_0
15 266534,0,New Building,Apartment Building,2015-12-17T00:00:00Z,2018-01-18T00:00:00Z,NA,Inspection,M2K,543,15 266534_0
15 266821,2,Small Residential Projects,SFD - Detached,2018-04-16T00:00:00Z,2018-05-17T00:00:00Z,2018-10-10T00:00:00Z,Closed,M4V,23,15 266821_2
15 267631,0,New Building,Mixed Use/Res w Non Res,2015-12-21T00:00:00Z,2018-12-11T00:00:00Z,2025-02-19T00:00:00Z,Closed,M4Y,722,15 267631_0
15 268063,0,New Building,Mixed Use/Res w Non Res,2015-12-22T00:00:00Z,2017-12-01T00:00:00Z,2019-02-06T00:00:00Z,Closed,M4E,220,15 268063_0
15 269710,0,New Building,Multiple Use/Non Residential,2015-12-24T00:00:00Z,2021-05-13T00:00:00Z,NA,Inspection,NA,2355.86,15 269710_0
16 103087,0,Building Additions/Alterations,Multiple Unit Building,2016-01-11T00:00:00Z,2017-11-15T00:00:00Z,2026-01-06T00:00:00Z,Closed,M4W,0,16 103087_0
16 108693,0,New Building,Apartment Building,2016-01-26T00:00:00Z,2017-01-17T00:00:00Z,2018-12-17T00:00:00Z,Closed,NA,236.76,16 108693_0
16 112186,2,New Houses,SFD - Detached,2019-10-22T00:00:00Z,2019-11-22T00:00:00Z,NA,Revision Issued,M4V,14.27,16 112186_2
16 113513,0,Building Additions/Alterations,Community Hall,2016-02-05T00:00:00Z,2016-07-28T00:00:00Z,2021-09-02T00:00:00Z,Closed,M4X,1051,16 113513_0
16 114270,0,New Building,Multiple Use/Non Residential,2016-02-08T00:00:00Z,2017-10-20T00:00:00Z,NA,Inspection,M5T,1873,16 114270_0
16 114860,0,New Building,Mixed Use/Res w Non Res,2016-02-09T00:00:00Z,2017-06-09T00:00:00Z,2022-04-11T00:00:00Z,Closed,M5B,1142,16 114860_0
16 115737,0,New Building,Library,2016-02-11T00:00:00Z,2019-07-15T00:00:00Z,NA,Inspection,M5S,32,16 115737_0
16 116434,0,New Building,Elementary School,2016-02-12T00:00:00Z,2016-07-20T00:00:00Z,NA,Inspection,M9M,0,16 116434_0
16 117393,0,Building Additions/Alterations,Retail Store,2016-02-17T00:00:00Z,2016-06-22T00:00:00Z,2017-11-03T00:00:00Z,Closed,M9C,1740.52,16 117393_0
16 118117,0,New Building,Mixed Use/Res w Non Res,2016-02-18T00:00:00Z,2019-09-09T00:00:00Z,2021-07-06T00:00:00Z,Closed,M4T,245.6,16 118117_0
16 118607,0,New Building,Multiple Use/Non Residential,2016-02-19T00:00:00Z,2017-07-05T00:00:00Z,2018-11-05T00:00:00Z,Closed,M6G,353,16 118607_0
16 120031,0,New Building,Industrial,2016-02-24T00:00:00Z,2020-08-07T00:00:00Z,2025-04-29T00:00:00Z,Closed,M6M,15300,16 120031_0
16 123263,0,New Building,Apartment Building,2016-03-03T00:00:00Z,2018-04-18T00:00:00Z,2020-11-09T00:00:00Z,Closed,NA,2100,16 123263_0
16 127281,0,New Building,Mixed Use/Res w Non Res,2016-03-14T00:00:00Z,2020-05-12T00:00:00Z,2022-01-11T00:00:00Z,Closed,M5A,1768,16 127281_0
16 127450,0,Building Additions/Alterations,Multiple Use/Non Residential,2016-03-14T00:00:00Z,2016-08-19T00:00:00Z,2019-04-25T00:00:00Z,Closed,M8X,624,16 127450_0
16 131374,0,Building Additions/Alterations,Elementary School,2016-03-23T00:00:00Z,2018-01-24T00:00:00Z,NA,Inspection,M3C,0,16 131374_0
16 137689,0,New Building,Industrial,2016-04-08T00:00:00Z,2018-03-20T00:00:00Z,2018-03-27T00:00:00Z,Closed,M8Z,3007.94,16 137689_0
16 138508,0,Building Additions/Alterations,Elementary School,2016-04-11T00:00:00Z,2018-05-10T00:00:00Z,2025-11-10T00:00:00Z,Closed,M2M,710,16 138508_0
16 139867,0,New Building,Elementary School,2016-04-13T00:00:00Z,2017-03-13T00:00:00Z,2021-04-29T00:00:00Z,Closed,M2N,1127,16 139867_0
16 142979,0,New Building,Multiple Use/Non Residential,2016-04-19T00:00:00Z,2016-08-15T00:00:00Z,NA,Inspection,M5R,400,16 142979_0
16 143140,0,New Building,Mixed Use/Res w Non Res,2016-04-20T00:00:00Z,2018-05-11T00:00:00Z,NA,Inspection,NA,186.1,16 143140_0
16 145537,0,New Building,Multiple Use/Non Residential,2016-04-25T00:00:00Z,2018-08-30T00:00:00Z,2020-06-17T00:00:00Z,Closed,NA,560,16 145537_0
16 147600,0,New Building,Elementary School,2016-04-28T00:00:00Z,2018-01-30T00:00:00Z,2019-11-28T00:00:00Z,Closed,M4B,0,16 147600_0
16 148136,0,New Building,Medical/Dental Office,2016-04-29T00:00:00Z,2017-06-29T00:00:00Z,2018-07-06T00:00:00Z,Closed,M9V,1500,16 148136_0
16 149784,0,New Building,Apartment Building,2016-05-03T00:00:00Z,2018-05-10T00:00:00Z,2020-08-11T00:00:00Z,Closed,M6R,1000,16 149784_0
16 158308,0,New Building,Retail Store,2016-05-19T00:00:00Z,2017-02-16T00:00:00Z,2017-04-26T00:00:00Z,Closed,NA,660,16 158308_0
16 158573,0,New Building,Apartment Building,2016-05-19T00:00:00Z,2018-04-13T00:00:00Z,2020-12-09T00:00:00Z,Closed,M2K,821,16 158573_0
16 159450,0,New Building,Mixed Use/Res w Non Res,2016-05-20T00:00:00Z,2018-01-29T00:00:00Z,2020-12-02T00:00:00Z,Closed,M5V,1332,16 159450_0
16 164910,0,New Building,Mixed Use/Res w Non Res,2016-05-31T00:00:00Z,2018-12-07T00:00:00Z,NA,Inspection,M4S,991,16 164910_0
16 166046,0,New Building,Apartment Building,2016-06-01T00:00:00Z,2020-05-05T00:00:00Z,NA,Permit Issued,M2J,654,16 166046_0
16 166105,0,New Building,Multiple Use/Non Residential,2016-06-01T00:00:00Z,2017-11-22T00:00:00Z,2021-12-03T00:00:00Z,Closed,M6K,520,16 166105_0
16 169317,0,New Building,Apartment Building,2016-06-07T00:00:00Z,2018-07-26T00:00:00Z,2025-06-13T00:00:00Z,Closed,M4V,316.2,16 169317_0
16 171687,0,New Building,Mixed Use/Res w Non Res,2016-06-10T00:00:00Z,2020-04-15T00:00:00Z,NA,Inspection,M4Y,195,16 171687_0
16 173117,0,New Building,Mixed Use/Res w Non Res,2016-06-13T00:00:00Z,2017-07-04T00:00:00Z,2019-10-03T00:00:00Z,Closed,M5A,400,16 173117_0
16 178022,0,Building Additions/Alterations,Hospital,2016-06-21T00:00:00Z,2018-11-16T00:00:00Z,2021-01-05T00:00:00Z,Closed,M9V,4554,16 178022_0
16 178139,0,New Building,Multiple Use/Non Residential,2016-06-21T00:00:00Z,2017-02-03T00:00:00Z,2024-03-04T00:00:00Z,Closed,M1B,349.5,16 178139_0
16 179973,0,New Building,University,2016-06-24T00:00:00Z,2018-08-23T00:00:00Z,NA,Inspection,M3J,841,16 179973_0
16 180989,0,New Building,Mixed Use/Res w Non Res,2016-06-27T00:00:00Z,2018-01-08T00:00:00Z,2019-08-15T00:00:00Z,Closed,M5T,1154,16 180989_0
16 186839,0,New Building,Mixed Use/Res w Non Res,2016-07-07T00:00:00Z,2018-05-11T00:00:00Z,NA,Inspection,M5V,1735.6399999999999,16 186839_0
16 189230,0,Building Additions/Alterations,Office,2016-07-12T00:00:00Z,2016-08-08T00:00:00Z,2016-12-07T00:00:00Z,Closed,M5H,226.3,16 189230_0
16 191842,0,New Building,Multiple Use/Non Residential,2016-07-15T00:00:00Z,2016-11-02T00:00:00Z,2017-12-15T00:00:00Z,Closed,M9L,14595.3,16 191842_0
16 193457,0,New Building,Apartment Building,2016-07-19T00:00:00Z,2019-02-08T00:00:00Z,NA,Inspection,M4P,709,16 193457_0
16 200691,0,New Building,Mixed Use/Res w Non Res,2016-08-03T00:00:00Z,2019-08-14T00:00:00Z,2026-01-09T00:00:00Z,Closed,M4P,664.8399999999999,16 200691_0
16 201943,0,New Building,Mixed Use/Res w Non Res,2016-08-05T00:00:00Z,2021-01-26T00:00:00Z,NA,Inspection,M4Y,255.25,16 201943_0
16 203424,0,New Houses,SFD - Detached,2016-08-08T00:00:00Z,2017-03-14T00:00:00Z,2026-02-27T00:00:00Z,Closed,M3C,58,16 203424_0
16 211134,0,New Building,Mixed Use/Res w Non Res,2016-08-22T00:00:00Z,2019-08-19T00:00:00Z,2021-10-19T00:00:00Z,Closed,M5T,188.88000000000002,16 211134_0
16 212548,0,New Building,Mixed Use/Res w Non Res,2016-08-24T00:00:00Z,2020-08-25T00:00:00Z,2021-06-10T00:00:00Z,Closed,NA,595.6,16 212548_0
16 217011,1,New Houses,SFD - Townhouse,2017-01-26T00:00:00Z,2017-12-01T00:00:00Z,2026-02-18T00:00:00Z,Closed,M5N,5.6,16 217011_1
16 219898,0,New Building,Multiple Use/Non Residential,2016-09-08T00:00:00Z,2019-02-06T00:00:00Z,NA,Inspection,M5M,216.8,16 219898_0
16 223100,0,New Building,Office,2016-09-15T00:00:00Z,2020-08-11T00:00:00Z,2021-09-30T00:00:00Z,Closed,M6M,876,16 223100_0
16 224197,0,New Building,Motel/Hotel,2016-09-16T00:00:00Z,2019-03-04T00:00:00Z,NA,Inspection,M5V,145.6,16 224197_0
16 230755,0,New Building,Mixed Use/Res w Non Res,2016-09-29T00:00:00Z,2018-09-24T00:00:00Z,NA,Inspection,NA,56,16 230755_0
16 234454,0,New Building,Other,2016-10-07T00:00:00Z,2016-11-03T00:00:00Z,NA,Inspection,M5B,34,16 234454_0
16 234974,0,New Building,"Transit Station,Subway, Bus Terminal",2016-10-08T00:00:00Z,2021-01-04T00:00:00Z,2024-01-11T00:00:00Z,Closed,NA,461.7,16 234974_0
16 238098,0,New Building,Mixed Use/Res w Non Res,2016-10-17T00:00:00Z,2019-01-25T00:00:00Z,2021-03-29T00:00:00Z,Closed,M4S,523,16 238098_0
16 239190,0,New Building,Apartment Building,2016-10-18T00:00:00Z,2018-09-11T00:00:00Z,NA,Inspection,M5A,1018,16 239190_0
16 242774,0,New Building,Mixed Use/Res w Non Res,2016-10-26T00:00:00Z,2018-12-19T00:00:00Z,NA,Inspection,M4M,271.39,16 242774_0
16 243139,0,New Building,College/Trade/Tech School/Training Cent.,2016-10-26T00:00:00Z,2018-03-12T00:00:00Z,2021-02-25T00:00:00Z,Closed,M2J,2038,16 243139_0
16 248931,0,Building Additions/Alterations,Multiple Unit Building,2016-11-09T00:00:00Z,2018-06-22T00:00:00Z,2024-07-18T00:00:00Z,Closed,M5G,393,16 248931_0
16 249200,0,New Building,Mixed Use/Res w Non Res,2016-11-09T00:00:00Z,2019-10-17T00:00:00Z,2021-03-16T00:00:00Z,Closed,M4S,919,16 249200_0
16 250026,0,New Building,Apartment Building,2016-11-10T00:00:00Z,2018-09-07T00:00:00Z,NA,Inspection,M1S,791.5,16 250026_0
16 253042,0,New Building,Mixed Use/Res w Non Res,2016-11-18T00:00:00Z,2018-12-04T00:00:00Z,2021-03-11T00:00:00Z,Closed,M4M,615.12,16 253042_0
16 253822,0,New Building,Mixed Use/Res w Non Res,2016-11-21T00:00:00Z,2019-10-31T00:00:00Z,NA,Inspection,M4W,401,16 253822_0
16 253822,1,New Building,Mixed Use/Res w Non Res,2020-01-06T00:00:00Z,2020-11-26T00:00:00Z,NA,Inspection,M4W,401,16 253822_1
16 254374,0,New Building,Apartment Building,2016-11-22T00:00:00Z,2019-04-01T00:00:00Z,NA,Inspection,M5T,623.6,16 254374_0
16 254645,0,New Building,Mixed Use/Res w Non Res,2016-11-22T00:00:00Z,NA,NA,Under Review,NA,1367,16 254645_0
16 255089,0,New Building,Mixed Use/Res w Non Res,2016-11-23T00:00:00Z,2021-05-13T00:00:00Z,NA,Inspection,NA,204,16 255089_0
16 260605,0,New Building,Mixed Use/Res w Non Res,2016-12-06T00:00:00Z,2020-03-03T00:00:00Z,NA,Inspection,M4B,467.1,16 260605_0
16 260971,0,Building Additions/Alterations,Hospital,2016-12-06T00:00:00Z,2025-11-24T00:00:00Z,NA,Inspection,M5B,641,16 260971_0
16 264881,0,Building Additions/Alterations,Multiple Use/Non Residential,2016-12-15T00:00:00Z,2019-09-18T00:00:00Z,2021-07-28T00:00:00Z,Closed,NA,964,16 264881_0
16 265356,0,New Building,Mixed Use/Res w Non Res,2016-12-16T00:00:00Z,2020-03-13T00:00:00Z,2022-02-08T00:00:00Z,Closed,M4L,292.3,16 265356_0
16 268347,0,New Building,Mixed Use/Res w Non Res,2016-12-19T00:00:00Z,2019-03-01T00:00:00Z,2024-01-12T00:00:00Z,Closed,NA,352,16 268347_0
16 268553,0,New Building,Apartment Building,2016-12-19T00:00:00Z,2018-12-12T00:00:00Z,2021-04-20T00:00:00Z,Closed,M2J,616,16 268553_0
16 268623,0,New Building,Mixed Use/Res w Non Res,2016-12-19T00:00:00Z,2020-01-27T00:00:00Z,NA,Inspection,NA,586,16 268623_0
16 268833,0,New Building,Secondary School,2016-12-20T00:00:00Z,2019-10-10T00:00:00Z,NA,Inspection,M2M,2553,16 268833_0
16 269090,0,New Building,Apartment Building,2016-12-20T00:00:00Z,2019-03-19T00:00:00Z,2022-05-09T00:00:00Z,Closed,M2N,7071,16 269090_0
16 269625,0,New Building,Parking Garage,2016-12-21T00:00:00Z,2019-09-10T00:00:00Z,2020-10-30T00:00:00Z,Closed,M2K,495,16 269625_0
16 269628,0,New Building,Apartment Building,2016-12-21T00:00:00Z,2019-06-18T00:00:00Z,2020-10-30T00:00:00Z,Closed,M2K,495,16 269628_0
16 269716,0,New Building,Library,2016-12-21T00:00:00Z,2017-06-05T00:00:00Z,NA,Inspection,M6N,159.34,16 269716_0
16 270254,0,New Building,Elementary School,2016-12-22T00:00:00Z,2025-07-30T00:00:00Z,NA,Inspection,M9N,652.8,16 270254_0
16 270269,0,New Building,Mixed Use/Res w Non Res,2016-12-22T00:00:00Z,2020-06-05T00:00:00Z,2022-05-24T00:00:00Z,Closed,NA,542,16 270269_0
16 270372,0,New Building,Apartment Building,2016-12-23T00:00:00Z,2019-11-01T00:00:00Z,2020-10-16T00:00:00Z,Closed,M3C,275,16 270372_0
16 270387,0,New Building,Community Hall,2016-12-23T00:00:00Z,2020-09-30T00:00:00Z,2024-05-13T00:00:00Z,Closed,NA,502,16 270387_0
16 270409,0,New Building,Mixed Use/Res w Non Res,2016-12-23T00:00:00Z,2019-03-29T00:00:00Z,2022-07-20T00:00:00Z,Closed,M9B,1208,16 270409_0
16 270461,0,New Building,Parking Garage,2016-12-23T00:00:00Z,2020-09-03T00:00:00Z,2024-06-21T00:00:00Z,Closed,NA,502,16 270461_0
16 271046,0,New Building,Mixed Use/Res w Non Res,2016-12-28T00:00:00Z,2018-07-25T00:00:00Z,NA,Inspection,M2K,1405,16 271046_0
16 271136,0,New Building,Apartment Building,2016-12-28T00:00:00Z,2019-09-17T00:00:00Z,2022-07-28T00:00:00Z,Closed,M1N,59.13,16 271136_0
16 271358,0,New Building,Apartment Building,2016-12-28T00:00:00Z,2018-10-31T00:00:00Z,NA,Inspection,M6P,382,16 271358_0
16 271398,0,New Building,Apartment Building,2016-12-28T00:00:00Z,2018-10-30T00:00:00Z,NA,Inspection,M6P,382,16 271398_0
16 271737,0,New Building,Parking Garage,2016-12-29T00:00:00Z,2020-05-11T00:00:00Z,2022-01-14T00:00:00Z,Closed,M3H,1379,16 271737_0
16 271755,0,New Building,Apartment Building,2016-12-29T00:00:00Z,2022-03-18T00:00:00Z,2025-06-09T00:00:00Z,Closed,M3A,1077.74,16 271755_0
16 271760,0,New Building,Apartment Building,2016-12-29T00:00:00Z,2022-04-01T00:00:00Z,2025-06-09T00:00:00Z,Closed,M3A,1077.74,16 271760_0
16 271844,0,New Building,Apartment Building,2016-12-30T00:00:00Z,2020-05-11T00:00:00Z,2022-01-17T00:00:00Z,Closed,M3H,670,16 271844_0
16 271882,0,New Building,Apartment Building,2016-12-30T00:00:00Z,2020-05-12T00:00:00Z,2022-01-17T00:00:00Z,Closed,M3H,670,16 271882_0
17 103169,0,New Building,Office,2017-01-11T00:00:00Z,2017-12-27T00:00:00Z,2023-01-25T00:00:00Z,Closed,M9M,2818,17 103169_0
17 106776,0,Building Additions/Alterations,University,2017-01-20T00:00:00Z,2018-09-18T00:00:00Z,2021-11-09T00:00:00Z,Closed,M5B,220,17 106776_0
17 107074,0,New Building,Mixed Use/Res w Non Res,2017-01-20T00:00:00Z,2019-06-25T00:00:00Z,NA,Inspection,NA,1210,17 107074_0
17 108412,0,New Building,Mixed Use/Res w Non Res,2017-01-24T00:00:00Z,2020-03-13T00:00:00Z,2023-08-31T00:00:00Z,Closed,M6K,1475.94,17 108412_0
17 112433,0,New Building,Mixed Use/Res w Non Res,2017-02-02T00:00:00Z,2019-02-01T00:00:00Z,2025-08-06T00:00:00Z,Closed,NA,377,17 112433_0
17 115656,0,New Building,Apartment Building,2017-02-10T00:00:00Z,2018-11-06T00:00:00Z,2023-07-05T00:00:00Z,Closed,NA,779,17 115656_0
17 123207,0,Building Additions/Alterations,Multiple Unit Building,2017-03-01T00:00:00Z,2021-02-01T00:00:00Z,NA,Inspection,M4W,752,17 123207_0
17 123809,0,New Building,Mixed Use/Res w Non Res,2017-03-02T00:00:00Z,2018-11-13T00:00:00Z,2020-02-06T00:00:00Z,Closed,M4Y,643,17 123809_0
17 126583,0,Building Additions/Alterations,Place of Worship,2017-03-09T00:00:00Z,2018-01-24T00:00:00Z,NA,Permit Issued,M9W,301,17 126583_0
17 126828,0,New Building,Apartment Building,2017-03-09T00:00:00Z,2019-07-08T00:00:00Z,2020-09-29T00:00:00Z,Closed,M4P,315.9,17 126828_0
17 135122,0,New Building,Retail Store,2017-03-28T00:00:00Z,2018-02-20T00:00:00Z,2018-05-31T00:00:00Z,Closed,M4H,0,17 135122_0
17 137140,0,New Building,Multiple Use/Non Residential,2017-03-31T00:00:00Z,2022-06-16T00:00:00Z,2023-10-06T00:00:00Z,Closed,NA,3997,17 137140_0
17 137364,0,New Building,Other,2017-03-31T00:00:00Z,2020-04-30T00:00:00Z,NA,Inspection,M6N,484.74,17 137364_0
17 139036,0,New Building,Office,2017-04-04T00:00:00Z,2017-11-09T00:00:00Z,2019-10-17T00:00:00Z,Closed,M9W,1005,17 139036_0
17 143336,0,New Building,Apartment Building,2017-04-12T00:00:00Z,2019-07-23T00:00:00Z,2022-02-23T00:00:00Z,Closed,M4V,522.6,17 143336_0
