PERMIT_NUM,REVISION_NUM,PERMIT_TYPE,STRUCTURE_TYPE,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,POSTAL,GREEN_ROOF_AREA,ID
22 152771,0,New Building,Elementary School,2022-05-27T00:00:00Z,2023-08-14T00:00:00Z,NA,Inspection,M2N,994,22 152771_0
22 153696,0,New Building,Mixed Use/Res w Non Res,2022-05-30T00:00:00Z,2024-11-26T00:00:00Z,NA,Inspection,M5A,198,22 153696_0
22 157644,0,New Building,Apartment Building,2022-06-06T00:00:00Z,NA,NA,Under Review,M9C,348.46999999999997,22 157644_0
22 161391,0,New Houses,SFD - Detached,2022-06-13T00:00:00Z,2022-08-08T00:00:00Z,NA,Inspection,M4N,106.16,22 161391_0
22 162526,0,New Building,Office,2022-06-15T00:00:00Z,2025-10-16T00:00:00Z,NA,Inspection,M6J,2476.11,22 162526_0
22 162950,0,New Building,Apartment Building,2022-06-16T00:00:00Z,2025-05-05T00:00:00Z,NA,Inspection,M4G,479,22 162950_0
22 164976,0,New Building,Retail Store,2022-06-20T00:00:00Z,2024-01-03T00:00:00Z,2025-07-11T00:00:00Z,Closed,NA,4800,22 164976_0
22 169777,0,New Building,Mixed Use/Res w Non Res,2022-06-29T00:00:00Z,NA,NA,Refusal Notice,M5C,172.4,22 169777_0
22 178728,0,New Building,Apartment Building,2022-07-19T00:00:00Z,2024-08-26T00:00:00Z,NA,Inspection,M4P,130,22 178728_0
22 182787,0,New Building,Place of Worship,2022-07-27T00:00:00Z,2022-12-01T00:00:00Z,NA,Inspection,M1V,323.22999999999996,22 182787_0
22 183283,0,New Building,Mixed Use/Res w Non Res,2022-07-28T00:00:00Z,2024-10-28T00:00:00Z,NA,Inspection,M4G,473,22 183283_0
22 183936,0,New Building,Mixed Use/Res w Non Res,2022-07-29T00:00:00Z,NA,NA,Examiner's Notice Sent,M6H,1026.23,22 183936_0
22 184357,2,New Houses,SFD - Detached,2024-02-05T00:00:00Z,2024-02-23T00:00:00Z,NA,Revision Issued,M6P,28.5,22 184357_2
22 186146,0,New Building,Recreational,2022-08-04T00:00:00Z,2024-12-06T00:00:00Z,NA,Permit Issued,M4S,435,22 186146_0
22 192055,0,New Building,Mixed Use/Res w Non Res,2022-08-17T00:00:00Z,2024-09-05T00:00:00Z,NA,Inspection,M4Y,392,22 192055_0
22 193154,0,New Building,Mixed Use/Res w Non Res,2022-08-19T00:00:00Z,NA,NA,Under Review,M6H,537.4,22 193154_0
22 193961,0,New Building,Mixed Use/Res w Non Res,2022-08-22T00:00:00Z,NA,NA,Under Review,M6H,576.19,22 193961_0
22 200280,0,New Building,Mixed Use/Res w Non Res,2022-09-07T00:00:00Z,NA,NA,Under Review,M6H,602.47,22 200280_0
22 200357,0,New Building,Apartment Building,2022-09-07T00:00:00Z,2025-05-08T00:00:00Z,NA,Inspection,M6N,2362,22 200357_0
22 200476,0,New Building,Apartment Building,2022-09-07T00:00:00Z,2025-10-23T00:00:00Z,NA,Inspection,M6P,509.1,22 200476_0
22 201598,0,New Building,Apartment Building,2022-09-09T00:00:00Z,2025-07-15T00:00:00Z,NA,Inspection,M5P,528,22 201598_0
22 201613,0,New Building,Apartment Building,2022-09-09T00:00:00Z,2025-07-16T00:00:00Z,NA,Inspection,M5P,528,22 201613_0
22 203573,0,Small Residential Projects,SFD - Detached,2022-09-14T00:00:00Z,2023-01-18T00:00:00Z,NA,Inspection,M4M,28,22 203573_0
22 213558,0,Small Residential Projects,SFD - Detached,2022-10-05T00:00:00Z,2023-01-30T00:00:00Z,2024-07-18T00:00:00Z,Closed,M4G,54,22 213558_0
22 216196,0,New Building,Apartment Building,2022-10-12T00:00:00Z,2026-03-13T00:00:00Z,NA,Inspection,M5G,445.2,22 216196_0
22 219275,0,New Building,Hospital,2022-10-19T00:00:00Z,2023-10-24T00:00:00Z,NA,Inspection,M9C,4220.1,22 219275_0
22 219655,0,New Building,Mixed Use/Res w Non Res,2022-10-20T00:00:00Z,2025-01-03T00:00:00Z,NA,Inspection,M5T,65,22 219655_0
22 221794,0,New Building,Mixed Use/Res w Non Res,2022-10-25T00:00:00Z,2025-03-31T00:00:00Z,NA,Inspection,M5V,388,22 221794_0
22 222483,0,New Building,Mixed Use/Res w Non Res,2022-10-27T00:00:00Z,2024-03-27T00:00:00Z,NA,Inspection,M5A,167.07,22 222483_0
22 222580,0,New Building,Mixed Use/Res w Non Res,2022-10-27T00:00:00Z,2025-03-27T00:00:00Z,NA,Inspection,M8Z,431,22 222580_0
22 229452,0,New Building,Apartment Building,2022-11-15T00:00:00Z,2024-09-17T00:00:00Z,NA,Inspection,NA,322,22 229452_0
22 231445,0,New Building,Mixed Use/Res w Non Res,2022-11-21T00:00:00Z,NA,NA,Response Received,M4P,754.3199999999999,22 231445_0
22 231461,0,New Building,Mixed Use/Res w Non Res,2022-11-21T00:00:00Z,NA,NA,Response Received,M4P,430.36,22 231461_0
22 233324,0,New Building,Mixed Use/Res w Non Res,2022-11-25T00:00:00Z,NA,NA,Refusal Notice,M4K,104,22 233324_0
22 236190,0,New Building,Mixed Use/Res w Non Res,2022-12-05T00:00:00Z,NA,NA,Under Review,M2N,748,22 236190_0
22 236254,0,New Building,Self-Service Storage Building,2022-12-05T00:00:00Z,NA,NA,Under Review,M1L,1304.34,22 236254_0
22 236772,0,Small Residential Projects,SFD - Semi-Detached,2022-12-06T00:00:00Z,2023-03-07T00:00:00Z,2025-09-26T00:00:00Z,Closed,M5S,27.39,22 236772_0
22 236847,0,New Building,Industrial,2022-12-06T00:00:00Z,2024-03-20T00:00:00Z,2025-10-20T00:00:00Z,Closed,M8W,8701.07,22 236847_0
22 236876,0,New Building,Industrial,2022-12-06T00:00:00Z,2024-03-20T00:00:00Z,2025-10-20T00:00:00Z,Closed,M8W,8701.07,22 236876_0
22 237137,0,New Building,"Transit Station,Subway, Bus Terminal",2022-12-07T00:00:00Z,NA,NA,Examiner's Notice Sent,M5J,0,22 237137_0
22 240203,0,Small Residential Projects,SFD - Detached,2022-12-16T00:00:00Z,2023-03-29T00:00:00Z,NA,Inspection,M6H,1,22 240203_0
22 240998,0,Small Residential Projects,Laneway / Rear Yard Suite,2022-12-19T00:00:00Z,2023-09-22T00:00:00Z,NA,Inspection,M6G,49,22 240998_0
22 241924,0,Small Residential Projects,Laneway / Rear Yard Suite,2022-12-22T00:00:00Z,2023-07-20T00:00:00Z,NA,Inspection,M6N,33.1,22 241924_0
23 100339,0,New Building,Mixed Use/Res w Non Res,2023-01-03T00:00:00Z,2025-05-13T00:00:00Z,NA,Inspection,M6C,122,23 100339_0
23 101257,0,New Building,Apartment Building,2023-01-06T00:00:00Z,2026-03-12T00:00:00Z,NA,Permit Issued,M1B,885,23 101257_0
23 108328,0,Small Residential Projects,Laneway / Rear Yard Suite,2023-01-30T00:00:00Z,2023-03-23T00:00:00Z,NA,Inspection,M4J,23.5,23 108328_0
23 118725,0,New Building,Apartment Building,2023-03-01T00:00:00Z,2024-12-24T00:00:00Z,NA,Inspection,M8V,373.09,23 118725_0
23 118986,0,Small Residential Projects,Other,2023-03-01T00:00:00Z,2023-03-03T00:00:00Z,2025-08-21T00:00:00Z,Closed,M4L,20.54,23 118986_0
23 120705,0,New Building,Mixed Use/Res w Non Res,2023-03-07T00:00:00Z,NA,NA,Examiner's Notice Sent,M4C,1735,23 120705_0
23 121976,0,Small Residential Projects,SFD - Detached,2023-03-10T00:00:00Z,2023-07-24T00:00:00Z,2025-02-27T00:00:00Z,Closed,M4K,40.5,23 121976_0
23 122549,0,New Houses,SFD - Detached,2023-03-12T00:00:00Z,2023-06-07T00:00:00Z,NA,Permit Issued,M6S,50,23 122549_0
23 124686,0,New Building,Apartment Building,2023-03-20T00:00:00Z,2025-05-23T00:00:00Z,NA,Inspection,M2J,293,23 124686_0
23 125766,0,New Building,Mixed Use/Res w Non Res,2023-03-22T00:00:00Z,NA,NA,Examiner's Notice Sent,M4C,1735,23 125766_0
23 125806,0,New Building,Mixed Use/Res w Non Res,2023-03-22T00:00:00Z,NA,NA,Examiner's Notice Sent,M4C,1735,23 125806_0
23 126556,0,New Building,Mixed Use/Res w Non Res,2023-03-24T00:00:00Z,2024-11-25T00:00:00Z,NA,Inspection,M6H,141,23 126556_0
23 131225,0,Small Residential Projects,SFD - Detached,2023-04-05T00:00:00Z,2023-05-02T00:00:00Z,NA,Inspection,M6S,21,23 131225_0
23 138608,0,New Building,Secondary School,2023-04-27T00:00:00Z,2024-10-10T00:00:00Z,NA,Inspection,M6B,2556,23 138608_0
23 140131,0,New Building,Apartment Building,2023-05-01T00:00:00Z,NA,NA,Under Review,M4P,32,23 140131_0
23 147051,0,New Houses,SFD - Detached,2023-05-17T00:00:00Z,2023-08-11T00:00:00Z,2025-09-09T00:00:00Z,Closed,M6H,15.6,23 147051_0
23 147090,0,New Houses,SFD - Detached,2023-05-17T00:00:00Z,2023-08-11T00:00:00Z,NA,Inspection,M6H,13.6,23 147090_0
23 155191,0,New Building,Other,2023-06-02T00:00:00Z,NA,NA,Issuance Pending,M5A,1554.1,23 155191_0
23 159764,0,Building Additions/Alterations,University,2023-06-12T00:00:00Z,2024-11-26T00:00:00Z,NA,Inspection,M5S,213,23 159764_0
23 160140,0,Small Residential Projects,SFD - Detached,2023-06-13T00:00:00Z,2023-07-10T00:00:00Z,2025-09-08T00:00:00Z,Closed,M6J,22,23 160140_0
23 161064,0,New Building,Apartment Building,2023-06-15T00:00:00Z,NA,NA,Examiner's Notice Sent,NA,0,23 161064_0
23 164840,0,New Building,Mixed Use/Res w Non Res,2023-06-22T00:00:00Z,NA,NA,Response Received,M5A,433,23 164840_0
23 167671,0,New Building,Apartment Building,2023-06-29T00:00:00Z,NA,NA,Examiner's Notice Sent,M9A,1150,23 167671_0
23 170071,0,New Building,Apartment Building,2023-07-05T00:00:00Z,2025-08-11T00:00:00Z,NA,Inspection,M1R,105.7,23 170071_0
23 170676,0,New Building,Mixed Use/Res w Non Res,2023-07-06T00:00:00Z,2024-04-19T00:00:00Z,NA,Inspection,M4X,121,23 170676_0
23 173629,0,Building Additions/Alterations,Apartment Building,2023-07-12T00:00:00Z,2024-01-10T00:00:00Z,NA,Inspection,NA,153,23 173629_0
23 176652,0,New Building,Mixed Use/Res w Non Res,2023-07-19T00:00:00Z,2024-10-18T00:00:00Z,NA,Inspection,M3H,760,23 176652_0
23 177833,0,New Building,Mixed Use/Res w Non Res,2023-07-21T00:00:00Z,2026-02-27T00:00:00Z,NA,Inspection,NA,2068,23 177833_0
23 178844,0,New Building,Apartment Building,2023-07-24T00:00:00Z,NA,NA,Examiner's Notice Sent,M5P,504,23 178844_0
23 179358,0,New Building,Library,2023-07-25T00:00:00Z,2025-09-12T00:00:00Z,NA,Inspection,M4B,59,23 179358_0
23 182929,0,New Building,University,2023-08-01T00:00:00Z,2024-07-08T00:00:00Z,NA,Inspection,M5S,126,23 182929_0
23 190632,0,New Building,Mixed Use/Res w Non Res,2023-08-18T00:00:00Z,2025-07-31T00:00:00Z,NA,Inspection,M3H,530,23 190632_0
23 192444,0,New Building,Mixed Use/Res w Non Res,2023-08-22T00:00:00Z,2025-05-13T00:00:00Z,NA,Inspection,M9B,192,23 192444_0
23 192506,0,New Building,Mixed Use/Res w Non Res,2023-08-22T00:00:00Z,NA,NA,Examiner's Notice Sent,M6C,445,23 192506_0
23 195253,0,New Building,Apartment Building,2023-08-29T00:00:00Z,2026-03-17T00:00:00Z,NA,Inspection,M4W,393.5,23 195253_0
23 210061,0,New Building,Mixed Use/Res w Non Res,2023-10-03T00:00:00Z,2026-01-26T00:00:00Z,NA,Inspection,M4M,54.339999999999996,23 210061_0
23 213688,0,Building Additions/Alterations,Elementary School,2023-10-12T00:00:00Z,2024-04-05T00:00:00Z,NA,Inspection,M4S,NA,23 213688_0
23 215049,0,New Building,Apartment Building,2023-10-16T00:00:00Z,NA,NA,Under Review,M9A,364,23 215049_0
23 220347,0,Small Residential Projects,SFD - Detached,2023-10-30T00:00:00Z,2024-01-25T00:00:00Z,2024-09-19T00:00:00Z,Closed,M6H,26.810000000000002,23 220347_0
23 221612,0,New Building,Multiple Use/Non Residential,2023-11-02T00:00:00Z,2024-11-28T00:00:00Z,NA,Inspection,NA,0,23 221612_0
23 222569,0,New Building,Multiple Use/Non Residential,2023-11-06T00:00:00Z,2025-06-19T00:00:00Z,NA,Inspection,M1B,265,23 222569_0
23 234544,0,New Building,Office,2023-12-11T00:00:00Z,NA,NA,Response Received,M3J,219.58,23 234544_0
23 235631,0,New Building,Apartment Building,2023-12-14T00:00:00Z,2025-12-05T00:00:00Z,NA,Permit Issued,M4R,611.02,23 235631_0
23 237566,0,New Houses,SFD - Detached,2023-12-20T00:00:00Z,2024-05-06T00:00:00Z,NA,Permit Issued,M6C,11.4,23 237566_0
24 101551,0,New Building,Multiple Use/Non Residential,2024-01-05T00:00:00Z,2025-03-27T00:00:00Z,NA,Inspection,M9L,10013,24 101551_0
24 114597,0,New Building,Apartment Building,2024-02-12T00:00:00Z,NA,NA,Examiner's Notice Sent,M4S,203,24 114597_0
24 114879,0,New Building,Hospital,2024-02-13T00:00:00Z,2025-08-20T00:00:00Z,NA,Inspection,M5T,1184,24 114879_0
24 119017,0,New Building,Apartment Building,2024-02-26T00:00:00Z,2025-05-16T00:00:00Z,NA,Inspection,M8X,438,24 119017_0
24 121091,0,New Building,Retail Store,2024-03-01T00:00:00Z,2025-11-17T00:00:00Z,NA,Inspection,M8Z,753,24 121091_0
24 128068,1,Small Residential Projects,SFD - Detached,2024-09-04T00:00:00Z,2025-01-29T00:00:00Z,NA,Revision Issued,M4W,15,24 128068_1
24 131745,0,New Building,Apartment Building,2024-04-03T00:00:00Z,NA,NA,Under Review,M9A,285,24 131745_0
24 131935,0,New Building,Apartment Building,2024-04-03T00:00:00Z,NA,NA,Under Review,M2K,115.32,24 131935_0
24 132469,0,New Building,Hospital,2024-04-04T00:00:00Z,2026-01-02T00:00:00Z,NA,Inspection,M6J,4292,24 132469_0
24 133470,0,Building Additions/Alterations,Art Gallery,2024-04-07T00:00:00Z,NA,NA,Under Review,M5T,1735.5,24 133470_0
24 135504,0,New Building,Apartment Building,2024-04-12T00:00:00Z,2026-03-04T00:00:00Z,NA,Permit Issued,M6H,0,24 135504_0
24 139189,0,New Building,Long Term Care Facility,2024-04-22T00:00:00Z,2026-03-16T00:00:00Z,NA,Permit Issued,M6H,1604.2,24 139189_0
24 141839,0,New Building,Other,2024-04-29T00:00:00Z,2024-10-21T00:00:00Z,NA,Inspection,M3H,275,24 141839_0
24 145899,0,New Building,Elementary School,2024-05-08T00:00:00Z,2025-10-29T00:00:00Z,NA,Inspection,M2J,0,24 145899_0
24 147605,0,Small Residential Projects,SFD - Townhouse,2024-05-13T00:00:00Z,2024-06-10T00:00:00Z,NA,Permit Issued,M4X,33,24 147605_0
24 148243,0,New Building,Mixed Use/Res w Non Res,2024-05-14T00:00:00Z,NA,NA,Examiner's Notice Sent,M8V,112,24 148243_0
24 153786,0,New Building,Industrial Processing Plant,2024-05-24T00:00:00Z,2025-10-10T00:00:00Z,NA,Permit Issued,NA,1241,24 153786_0
24 161572,0,New Building,Car Dealership,2024-06-07T00:00:00Z,2026-01-09T00:00:00Z,NA,Inspection,NA,1153,24 161572_0
24 162590,0,New Building,Car Dealership,2024-06-10T00:00:00Z,2025-12-01T00:00:00Z,NA,Inspection,M8Z,1590,24 162590_0
24 167282,0,New Building,Apartment Building,2024-06-19T00:00:00Z,2025-03-14T00:00:00Z,NA,Inspection,M8Y,83,24 167282_0
24 168668,0,New Houses,SFD - Semi-Detached,2024-06-22T00:00:00Z,2024-09-09T00:00:00Z,NA,Inspection,M5P,34,24 168668_0
24 175854,1,New Houses,2 Unit - Detached,2024-10-28T00:00:00Z,2025-03-06T00:00:00Z,NA,Revision Issued,NA,62.449999999999996,24 175854_1
24 178449,0,New Building,Mixed Use/Res w Non Res,2024-07-11T00:00:00Z,NA,NA,Under Review,M6H,1453.8,24 178449_0
24 183544,0,New Building,Student Residence,2024-07-18T00:00:00Z,2026-04-20T00:00:00Z,NA,Inspection,M5A,363,24 183544_0
24 188098,0,Building Additions/Alterations,Warehouse,2024-07-26T00:00:00Z,2024-10-23T00:00:00Z,NA,Inspection,M9W,760,24 188098_0
24 192325,0,New Building,Apartment Building,2024-08-02T00:00:00Z,2025-05-27T00:00:00Z,NA,Inspection,M4L,109,24 192325_0
24 198286,0,New Building,Long Term Care Facility,2024-08-14T00:00:00Z,2025-03-10T00:00:00Z,NA,Inspection,NA,0,24 198286_0
24 211262,0,Small Residential Projects,SFD - Detached,2024-09-11T00:00:00Z,2024-11-15T00:00:00Z,NA,Inspection,M4L,31,24 211262_0
24 222801,0,New Building,Student Residence,2024-10-07T00:00:00Z,2025-03-20T00:00:00Z,NA,Inspection,NA,832,24 222801_0
24 223190,0,New Building,Student Residence,2024-10-07T00:00:00Z,2025-04-16T00:00:00Z,NA,Inspection,NA,1313,24 223190_0
24 224812,0,Building Additions/Alterations,Apartment Building,2024-10-10T00:00:00Z,2025-06-26T00:00:00Z,NA,Inspection,M5T,219,24 224812_0
24 230010,0,New Building,Apartment Building,2024-10-23T00:00:00Z,NA,NA,Under Review,M4P,571.4,24 230010_0
24 232431,0,New Building,Apartment Building,2024-10-29T00:00:00Z,2025-08-22T00:00:00Z,NA,Inspection,M4K,110.4,24 232431_0
24 239453,0,New Building,Community Hall,2024-11-15T00:00:00Z,2025-06-10T00:00:00Z,NA,Inspection,NA,0,24 239453_0
24 240619,0,New Building,Motel/Hotel,2024-11-19T00:00:00Z,NA,NA,Examiner's Notice Sent,M5V,534.7,24 240619_0
24 242774,0,New Building,Car Dealership,2024-11-25T00:00:00Z,NA,NA,Issuance Pending,M8Z,778.1,24 242774_0
24 242812,0,New Building,Mixed Use/Res w Non Res,2024-11-25T00:00:00Z,NA,NA,Examiner's Notice Sent,M8Z,343.4,24 242812_0
24 242835,0,New Building,Mixed Use/Res w Non Res,2024-11-25T00:00:00Z,NA,NA,Examiner's Notice Sent,M8Z,300.2,24 242835_0
24 244159,0,New Building,Mixed Use/Res w Non Res,2024-11-27T00:00:00Z,2025-12-31T00:00:00Z,NA,Permit Issued,M8Z,320.2,24 244159_0
24 244946,0,New Building,Mixed Use/Res w Non Res,2024-11-29T00:00:00Z,2026-01-19T00:00:00Z,NA,Permit Issued,M6R,260,24 244946_0
24 247327,0,New Building,Mixed Use/Res w Non Res,2024-12-05T00:00:00Z,2025-08-29T00:00:00Z,NA,Inspection,M6P,86.6,24 247327_0
24 247681,0,New Building,"Transit Station,Subway, Bus Terminal",2024-12-06T00:00:00Z,NA,NA,Examiner's Notice Sent,M4H,5093,24 247681_0
24 248623,0,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",2024-12-09T00:00:00Z,2025-04-11T00:00:00Z,NA,Inspection,M4L,437.19,24 248623_0
24 250140,0,New Building,Apartment Building,2024-12-13T00:00:00Z,NA,NA,Response Received,NA,1697.6,24 250140_0
24 250161,0,New Building,"Transit Station,Subway, Bus Terminal",2024-12-13T00:00:00Z,2026-04-20T00:00:00Z,NA,Permit Issued,M4M,1788.43,24 250161_0
24 254444,0,New Building,Multiple Use/Non Residential,2024-12-30T00:00:00Z,2025-08-07T00:00:00Z,2026-02-09T00:00:00Z,Closed,M9W,0,24 254444_0
25 103930,0,Building Additions/Alterations,Industrial,2025-01-13T00:00:00Z,2025-03-07T00:00:00Z,NA,Inspection,M3H,488.8,25 103930_0
25 104524,2,Small Residential Projects,SFD - Detached,2025-06-06T00:00:00Z,2025-07-04T00:00:00Z,2025-12-23T00:00:00Z,Closed,M4V,14.08,25 104524_2
25 104858,0,New Building,Industrial,2025-01-15T00:00:00Z,2025-06-09T00:00:00Z,NA,Inspection,M1P,4101,25 104858_0
25 104941,0,New Building,Industrial,2025-01-15T00:00:00Z,2025-06-11T00:00:00Z,NA,Inspection,M1P,1993,25 104941_0
25 105975,0,New Building,Mixed Use/Res w Non Res,2025-01-17T00:00:00Z,NA,NA,Examiner's Notice Sent,M5V,903,25 105975_0
25 112557,0,Building Additions/Alterations,Retail Store,2025-02-04T00:00:00Z,2025-06-04T00:00:00Z,NA,Inspection,M5V,1104,25 112557_0
25 114077,0,New Building,Secondary School,2025-02-07T00:00:00Z,NA,NA,Examiner's Notice Sent,M8Y,3228.17,25 114077_0
25 122595,0,New Building,Industrial,2025-02-27T00:00:00Z,2025-07-07T00:00:00Z,NA,Inspection,M8Z,0,25 122595_0
25 126576,0,New Building,Apartment Building,2025-03-10T00:00:00Z,NA,NA,Under Review,M9B,550.38,25 126576_0
25 127913,0,New Building,Apartment Building,2025-03-12T00:00:00Z,2025-07-30T00:00:00Z,NA,Inspection,M9V,270.6,25 127913_0
25 132131,0,New Building,Mixed Use/Res w Non Res,2025-03-20T00:00:00Z,NA,NA,Under Review,M4W,271,25 132131_0
25 138225,0,Small Residential Projects,Laneway / Rear Yard Suite,2025-04-02T00:00:00Z,2025-06-13T00:00:00Z,NA,Inspection,M6E,40.9,25 138225_0
25 189528,0,New Building,Elementary School,2025-07-07T00:00:00Z,NA,NA,Examiner's Notice Sent,M9B,995,25 189528_0
25 241968,0,New Building,Apartment Building,2025-10-20T00:00:00Z,NA,NA,Examiner's Notice Sent,M4S,102.4,25 241968_0
25 266467,0,New Building,Apartment Building,2025-12-15T00:00:00Z,NA,NA,Examiner's Notice Sent,M9B,439.38,25 266467_0
25 269317,0,New Building,Mixed Use/Res w Non Res,2025-12-23T00:00:00Z,NA,NA,Under Review,M4S,269,25 269317_0
