PERMIT_NUM,REVISION_NUM,STRUCTURE_TYPE,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,POSTAL,GREEN_ROOF_AREA,ECO_ROOF,ID,CFSAUID,G_AREA
22 231445,0,Mixed Use/Res w Non Res,2022-11-21T00:00:00Z,NA,NA,Response Received,M4P,754.3199999999999,FALSE,22 231445_0,M4P,754.3199999999999
22 231461,0,Mixed Use/Res w Non Res,2022-11-21T00:00:00Z,NA,NA,Response Received,M4P,430.36,FALSE,22 231461_0,M4P,430.36
22 233324,0,Mixed Use/Res w Non Res,2022-11-25T00:00:00Z,NA,NA,Refusal Notice,M4K,104,FALSE,22 233324_0,M4K,104
22 236190,0,Mixed Use/Res w Non Res,2022-12-05T00:00:00Z,NA,NA,Under Review,M2N,748,FALSE,22 236190_0,M2N,748
22 236254,0,Self-Service Storage Building,2022-12-05T00:00:00Z,NA,NA,Under Review,M1L,1304.34,FALSE,22 236254_0,M1L,1304.34
22 236772,0,SFD - Semi-Detached,2022-12-06T00:00:00Z,2023-03-07T00:00:00Z,2025-09-26T00:00:00Z,Closed,M5S,27.39,FALSE,22 236772_0,M5S,27.39
22 236847,0,Industrial,2022-12-06T00:00:00Z,2024-03-20T00:00:00Z,2025-10-20T00:00:00Z,Closed,M8W,8701.07,FALSE,22 236847_0,M8W,8701.07
22 236876,0,Industrial,2022-12-06T00:00:00Z,2024-03-20T00:00:00Z,2025-10-20T00:00:00Z,Closed,M8W,8701.07,FALSE,22 236876_0,M8W,8701.07
22 237137,0,"Transit Station,Subway, Bus Terminal",2022-12-07T00:00:00Z,NA,NA,Examiner's Notice Sent,M5J,0,FALSE,22 237137_0,M5J,0
22 240203,0,SFD - Detached,2022-12-16T00:00:00Z,2023-03-29T00:00:00Z,NA,Inspection,M6H,1,FALSE,22 240203_0,M6H,1
22 240998,0,Laneway / Rear Yard Suite,2022-12-19T00:00:00Z,2023-09-22T00:00:00Z,NA,Inspection,M6G,49,FALSE,22 240998_0,M6G,49
22 241924,0,Laneway / Rear Yard Suite,2022-12-22T00:00:00Z,2023-07-20T00:00:00Z,NA,Inspection,M6N,33.1,FALSE,22 241924_0,M6N,33.1
23 100339,0,Mixed Use/Res w Non Res,2023-01-03T00:00:00Z,2025-05-13T00:00:00Z,NA,Inspection,M6C,122,FALSE,23 100339_0,M6C,122
23 101257,0,Apartment Building,2023-01-06T00:00:00Z,2026-03-12T00:00:00Z,NA,Permit Issued,M1B,885,FALSE,23 101257_0,M1B,885
23 108328,0,Laneway / Rear Yard Suite,2023-01-30T00:00:00Z,2023-03-23T00:00:00Z,NA,Inspection,M4J,23.5,FALSE,23 108328_0,M4J,23.5
23 118725,0,Apartment Building,2023-03-01T00:00:00Z,2024-12-24T00:00:00Z,NA,Inspection,M8V,373.09,FALSE,23 118725_0,M8V,373.09
23 118986,0,Other,2023-03-01T00:00:00Z,2023-03-03T00:00:00Z,2025-08-21T00:00:00Z,Closed,M4L,20.54,FALSE,23 118986_0,M4L,20.54
23 120705,0,Mixed Use/Res w Non Res,2023-03-07T00:00:00Z,NA,NA,Examiner's Notice Sent,M4C,1735,FALSE,23 120705_0,M4C,1735
23 121976,0,SFD - Detached,2023-03-10T00:00:00Z,2023-07-24T00:00:00Z,2025-02-27T00:00:00Z,Closed,M4K,40.5,FALSE,23 121976_0,M4K,40.5
23 122549,0,SFD - Detached,2023-03-12T00:00:00Z,2023-06-07T00:00:00Z,NA,Permit Issued,M6S,50,FALSE,23 122549_0,M6S,50
23 124686,0,Apartment Building,2023-03-20T00:00:00Z,2025-05-23T00:00:00Z,NA,Inspection,M2J,293,FALSE,23 124686_0,M2J,293
23 125766,0,Mixed Use/Res w Non Res,2023-03-22T00:00:00Z,NA,NA,Examiner's Notice Sent,M4C,1735,FALSE,23 125766_0,M4C,1735
23 125806,0,Mixed Use/Res w Non Res,2023-03-22T00:00:00Z,NA,NA,Examiner's Notice Sent,M4C,1735,FALSE,23 125806_0,M4C,1735
23 126556,0,Mixed Use/Res w Non Res,2023-03-24T00:00:00Z,2024-11-25T00:00:00Z,NA,Inspection,M6H,141,FALSE,23 126556_0,M6H,141
23 131225,0,SFD - Detached,2023-04-05T00:00:00Z,2023-05-02T00:00:00Z,NA,Inspection,M6S,21,FALSE,23 131225_0,M6S,21
23 135225,0,Live/Work Unit,2023-04-18T00:00:00Z,2023-05-05T00:00:00Z,2023-10-04T00:00:00Z,Closed,M4C,12,TRUE,23 135225_0,M4C,12
23 138608,0,Secondary School,2023-04-27T00:00:00Z,2024-10-10T00:00:00Z,NA,Inspection,M6B,2556,FALSE,23 138608_0,M6B,2556
23 140131,0,Apartment Building,2023-05-01T00:00:00Z,NA,NA,Under Review,M4P,32,FALSE,23 140131_0,M4P,32
23 147051,0,SFD - Detached,2023-05-17T00:00:00Z,2023-08-11T00:00:00Z,2025-09-09T00:00:00Z,Closed,M6H,15.6,FALSE,23 147051_0,M6H,15.6
23 147090,0,SFD - Detached,2023-05-17T00:00:00Z,2023-08-11T00:00:00Z,NA,Inspection,M6H,13.6,FALSE,23 147090_0,M6H,13.6
23 155191,0,Other,2023-06-02T00:00:00Z,NA,NA,Issuance Pending,M5A,1554.1,FALSE,23 155191_0,M5A,1554.1
23 159764,0,University,2023-06-12T00:00:00Z,2024-11-26T00:00:00Z,NA,Inspection,M5S,213,FALSE,23 159764_0,M5S,213
23 160140,0,SFD - Detached,2023-06-13T00:00:00Z,2023-07-10T00:00:00Z,2025-09-08T00:00:00Z,Closed,M6J,22,FALSE,23 160140_0,M6J,22
23 161064,0,Apartment Building,2023-06-15T00:00:00Z,NA,NA,Examiner's Notice Sent,NA,0,FALSE,23 161064_0,NA,0
23 164840,0,Mixed Use/Res w Non Res,2023-06-22T00:00:00Z,NA,NA,Response Received,M5A,433,FALSE,23 164840_0,M5A,433
23 167671,0,Apartment Building,2023-06-29T00:00:00Z,NA,NA,Examiner's Notice Sent,M9A,1150,FALSE,23 167671_0,M9A,1150
23 170071,0,Apartment Building,2023-07-05T00:00:00Z,2025-08-11T00:00:00Z,NA,Inspection,M1R,105.7,FALSE,23 170071_0,M1R,105.7
23 170676,0,Mixed Use/Res w Non Res,2023-07-06T00:00:00Z,2024-04-19T00:00:00Z,NA,Inspection,M4X,121,FALSE,23 170676_0,M4X,121
23 173629,0,Apartment Building,2023-07-12T00:00:00Z,2024-01-10T00:00:00Z,NA,Inspection,NA,153,FALSE,23 173629_0,NA,153
23 176652,0,Mixed Use/Res w Non Res,2023-07-19T00:00:00Z,2024-10-18T00:00:00Z,NA,Inspection,M3H,760,FALSE,23 176652_0,M3H,760
23 177833,0,Mixed Use/Res w Non Res,2023-07-21T00:00:00Z,2026-02-27T00:00:00Z,NA,Inspection,NA,2068,FALSE,23 177833_0,NA,2068
23 178844,0,Apartment Building,2023-07-24T00:00:00Z,NA,NA,Examiner's Notice Sent,M5P,504,FALSE,23 178844_0,M5P,504
23 179358,0,Library,2023-07-25T00:00:00Z,2025-09-12T00:00:00Z,NA,Inspection,M4B,59,FALSE,23 179358_0,M4B,59
23 182929,0,University,2023-08-01T00:00:00Z,2024-07-08T00:00:00Z,NA,Inspection,M5S,126,FALSE,23 182929_0,M5S,126
23 190632,0,Mixed Use/Res w Non Res,2023-08-18T00:00:00Z,2025-07-31T00:00:00Z,NA,Inspection,M3H,530,FALSE,23 190632_0,M3H,530
23 192444,0,Mixed Use/Res w Non Res,2023-08-22T00:00:00Z,2025-05-13T00:00:00Z,NA,Inspection,M9B,192,FALSE,23 192444_0,M9B,192
23 192506,0,Mixed Use/Res w Non Res,2023-08-22T00:00:00Z,NA,NA,Examiner's Notice Sent,M6C,445,FALSE,23 192506_0,M6C,445
23 195253,0,Apartment Building,2023-08-29T00:00:00Z,2026-03-17T00:00:00Z,NA,Inspection,M4W,393.5,FALSE,23 195253_0,M4W,393.5
23 210061,0,Mixed Use/Res w Non Res,2023-10-03T00:00:00Z,2026-01-26T00:00:00Z,NA,Inspection,M4M,54.339999999999996,FALSE,23 210061_0,M4M,54.339999999999996
23 213688,0,Elementary School,2023-10-12T00:00:00Z,2024-04-05T00:00:00Z,NA,Inspection,M4S,NA,FALSE,23 213688_0,M4S,NA
23 215049,0,Apartment Building,2023-10-16T00:00:00Z,NA,NA,Under Review,M9A,364,FALSE,23 215049_0,M9A,364
23 220347,0,SFD - Detached,2023-10-30T00:00:00Z,2024-01-25T00:00:00Z,2024-09-19T00:00:00Z,Closed,M6H,26.810000000000002,FALSE,23 220347_0,M6H,26.810000000000002
23 221612,0,Multiple Use/Non Residential,2023-11-02T00:00:00Z,2024-11-28T00:00:00Z,NA,Inspection,NA,0,FALSE,23 221612_0,NA,0
23 222569,0,Multiple Use/Non Residential,2023-11-06T00:00:00Z,2025-06-19T00:00:00Z,NA,Inspection,M1B,265,FALSE,23 222569_0,M1B,265
23 234544,0,Office,2023-12-11T00:00:00Z,NA,NA,Examiner's Notice Sent,M3J,219.58,FALSE,23 234544_0,M3J,219.58
23 235631,0,Apartment Building,2023-12-14T00:00:00Z,2025-12-05T00:00:00Z,NA,Permit Issued,M4R,611.02,FALSE,23 235631_0,M4R,611.02
23 237566,0,SFD - Detached,2023-12-20T00:00:00Z,2024-05-06T00:00:00Z,NA,Permit Issued,M6C,11.4,FALSE,23 237566_0,M6C,11.4
24 101551,0,Multiple Use/Non Residential,2024-01-05T00:00:00Z,2025-03-27T00:00:00Z,NA,Inspection,M9L,10013,FALSE,24 101551_0,M9L,10013
24 114597,0,Apartment Building,2024-02-12T00:00:00Z,NA,NA,Response Received,M4S,203,FALSE,24 114597_0,M4S,203
24 114879,0,Hospital,2024-02-13T00:00:00Z,2025-08-20T00:00:00Z,NA,Inspection,M5T,1184,FALSE,24 114879_0,M5T,1184
24 119017,0,Apartment Building,2024-02-26T00:00:00Z,2025-05-16T00:00:00Z,NA,Inspection,M8X,438,FALSE,24 119017_0,M8X,438
24 121091,0,Retail Store,2024-03-01T00:00:00Z,2025-11-17T00:00:00Z,NA,Inspection,M8Z,753,FALSE,24 121091_0,M8Z,753
24 128068,1,SFD - Detached,2024-09-04T00:00:00Z,2025-01-29T00:00:00Z,NA,Revision Issued,M4W,15,FALSE,24 128068_1,M4W,15
24 131745,0,Apartment Building,2024-04-03T00:00:00Z,NA,NA,Under Review,M9A,285,FALSE,24 131745_0,M9A,285
24 131935,0,Apartment Building,2024-04-03T00:00:00Z,NA,NA,Examiner's Notice Sent,M2K,115.32,FALSE,24 131935_0,M2K,115.32
24 132469,0,Hospital,2024-04-04T00:00:00Z,2026-01-02T00:00:00Z,NA,Inspection,M6J,4292,FALSE,24 132469_0,M6J,4292
24 133470,0,Art Gallery,2024-04-07T00:00:00Z,NA,NA,Under Review,M5T,1735.5,FALSE,24 133470_0,M5T,1735.5
24 135504,0,Apartment Building,2024-04-12T00:00:00Z,2026-03-04T00:00:00Z,NA,Permit Issued,M6H,0,FALSE,24 135504_0,M6H,0
24 139189,0,Long Term Care Facility,2024-04-22T00:00:00Z,2026-03-16T00:00:00Z,NA,Inspection,M6H,1604.2,FALSE,24 139189_0,M6H,1604.2
24 141839,0,Other,2024-04-29T00:00:00Z,2024-10-21T00:00:00Z,NA,Inspection,M3H,275,FALSE,24 141839_0,M3H,275
24 145899,0,Elementary School,2024-05-08T00:00:00Z,2025-10-29T00:00:00Z,NA,Inspection,M2J,0,FALSE,24 145899_0,M2J,0
24 147605,0,SFD - Townhouse,2024-05-13T00:00:00Z,2024-06-10T00:00:00Z,NA,Permit Issued,M4X,33,FALSE,24 147605_0,M4X,33
24 148243,0,Mixed Use/Res w Non Res,2024-05-14T00:00:00Z,NA,NA,Examiner's Notice Sent,M8V,112,FALSE,24 148243_0,M8V,112
24 153786,0,Industrial Processing Plant,2024-05-24T00:00:00Z,2025-10-10T00:00:00Z,NA,Permit Issued,NA,1241,FALSE,24 153786_0,NA,1241
24 161572,0,Car Dealership,2024-06-07T00:00:00Z,2026-01-09T00:00:00Z,NA,Inspection,NA,1153,FALSE,24 161572_0,NA,1153
24 162590,0,Car Dealership,2024-06-10T00:00:00Z,2025-12-01T00:00:00Z,NA,Inspection,M8Z,1590,FALSE,24 162590_0,M8Z,1590
24 165025,0,SFD - Semi-Detached,2024-06-14T00:00:00Z,2024-08-14T00:00:00Z,2024-09-23T00:00:00Z,Closed,M6H,30,TRUE,24 165025_0,M6H,30
24 167282,0,Apartment Building,2024-06-19T00:00:00Z,2025-03-14T00:00:00Z,NA,Inspection,M8Y,83,FALSE,24 167282_0,M8Y,83
24 168668,0,SFD - Semi-Detached,2024-06-22T00:00:00Z,2024-09-09T00:00:00Z,NA,Inspection,M5P,34,FALSE,24 168668_0,M5P,34
24 175854,1,2 Unit - Detached,2024-10-28T00:00:00Z,2025-03-06T00:00:00Z,NA,Revision Issued,NA,62.449999999999996,FALSE,24 175854_1,NA,62.449999999999996
24 178449,0,Mixed Use/Res w Non Res,2024-07-11T00:00:00Z,NA,NA,Under Review,M6H,1453.8,FALSE,24 178449_0,M6H,1453.8
24 183544,0,Student Residence,2024-07-18T00:00:00Z,2026-04-20T00:00:00Z,NA,Inspection,M5A,363,FALSE,24 183544_0,M5A,363
24 188098,0,Warehouse,2024-07-26T00:00:00Z,2024-10-23T00:00:00Z,NA,Inspection,M9W,760,FALSE,24 188098_0,M9W,760
24 192325,0,Apartment Building,2024-08-02T00:00:00Z,2025-05-27T00:00:00Z,NA,Inspection,M4L,109,FALSE,24 192325_0,M4L,109
24 198286,0,Long Term Care Facility,2024-08-14T00:00:00Z,2025-03-10T00:00:00Z,NA,Inspection,NA,0,FALSE,24 198286_0,NA,0
24 211262,0,SFD - Detached,2024-09-11T00:00:00Z,2024-11-15T00:00:00Z,NA,Inspection,M4L,31,FALSE,24 211262_0,M4L,31
24 222801,0,Student Residence,2024-10-07T00:00:00Z,2025-03-20T00:00:00Z,NA,Inspection,NA,832,FALSE,24 222801_0,NA,832
24 223190,0,Student Residence,2024-10-07T00:00:00Z,2025-04-16T00:00:00Z,NA,Inspection,NA,1313,FALSE,24 223190_0,NA,1313
24 224812,0,Apartment Building,2024-10-10T00:00:00Z,2025-06-26T00:00:00Z,NA,Inspection,M5T,219,FALSE,24 224812_0,M5T,219
24 230010,0,Apartment Building,2024-10-23T00:00:00Z,NA,NA,Under Review,M4P,571.4,FALSE,24 230010_0,M4P,571.4
24 232431,0,Apartment Building,2024-10-29T00:00:00Z,2025-08-22T00:00:00Z,NA,Inspection,M4K,110.4,FALSE,24 232431_0,M4K,110.4
24 239453,0,Community Hall,2024-11-15T00:00:00Z,2025-06-10T00:00:00Z,NA,Inspection,NA,0,FALSE,24 239453_0,NA,0
24 240619,0,Motel/Hotel,2024-11-19T00:00:00Z,NA,NA,Examiner's Notice Sent,M5V,534.7,FALSE,24 240619_0,M5V,534.7
24 242774,0,Car Dealership,2024-11-25T00:00:00Z,NA,NA,Issuance Pending,M8Z,778.1,FALSE,24 242774_0,M8Z,778.1
24 242812,0,Mixed Use/Res w Non Res,2024-11-25T00:00:00Z,NA,NA,Examiner's Notice Sent,M8Z,343.4,FALSE,24 242812_0,M8Z,343.4
24 242835,0,Mixed Use/Res w Non Res,2024-11-25T00:00:00Z,NA,NA,Examiner's Notice Sent,M8Z,300.2,FALSE,24 242835_0,M8Z,300.2
24 244159,0,Mixed Use/Res w Non Res,2024-11-27T00:00:00Z,2025-12-31T00:00:00Z,NA,Permit Issued,M8Z,320.2,FALSE,24 244159_0,M8Z,320.2
24 244946,0,Mixed Use/Res w Non Res,2024-11-29T00:00:00Z,2026-01-19T00:00:00Z,NA,Permit Issued,M6R,260,FALSE,24 244946_0,M6R,260
24 247327,0,Mixed Use/Res w Non Res,2024-12-05T00:00:00Z,2025-08-29T00:00:00Z,NA,Inspection,M6P,86.6,FALSE,24 247327_0,M6P,86.6
24 247681,0,"Transit Station,Subway, Bus Terminal",2024-12-06T00:00:00Z,NA,NA,Examiner's Notice Sent,M4H,5093,FALSE,24 247681_0,M4H,5093
24 248623,0,"Transit Station,Subway, Bus Terminal",2024-12-09T00:00:00Z,2025-04-11T00:00:00Z,NA,Inspection,M4L,437.19,FALSE,24 248623_0,M4L,437.19
24 250140,0,Apartment Building,2024-12-13T00:00:00Z,NA,NA,Response Received,NA,1697.6,FALSE,24 250140_0,NA,1697.6
24 250161,0,"Transit Station,Subway, Bus Terminal",2024-12-13T00:00:00Z,2026-04-20T00:00:00Z,NA,Permit Issued,M4M,1788.43,FALSE,24 250161_0,M4M,1788.43
24 254444,0,Multiple Use/Non Residential,2024-12-30T00:00:00Z,2025-08-07T00:00:00Z,2026-02-09T00:00:00Z,Closed,M9W,0,FALSE,24 254444_0,M9W,0
25 103930,0,Industrial,2025-01-13T00:00:00Z,2025-03-07T00:00:00Z,NA,Inspection,M3H,488.8,FALSE,25 103930_0,M3H,488.8
25 104524,2,SFD - Detached,2025-06-06T00:00:00Z,2025-07-04T00:00:00Z,2025-12-23T00:00:00Z,Closed,M4V,14.08,FALSE,25 104524_2,M4V,14.08
25 104858,0,Industrial,2025-01-15T00:00:00Z,2025-06-09T00:00:00Z,NA,Inspection,M1P,4101,FALSE,25 104858_0,M1P,4101
25 104941,0,Industrial,2025-01-15T00:00:00Z,2025-06-11T00:00:00Z,NA,Inspection,M1P,1993,FALSE,25 104941_0,M1P,1993
25 105975,0,Mixed Use/Res w Non Res,2025-01-17T00:00:00Z,NA,NA,Examiner's Notice Sent,M5V,903,FALSE,25 105975_0,M5V,903
25 112557,0,Retail Store,2025-02-04T00:00:00Z,2025-06-04T00:00:00Z,NA,Inspection,M5V,1104,FALSE,25 112557_0,M5V,1104
25 114077,0,Secondary School,2025-02-07T00:00:00Z,NA,NA,Under Review,M8Y,3228.17,FALSE,25 114077_0,M8Y,3228.17
25 122595,0,Industrial,2025-02-27T00:00:00Z,2025-07-07T00:00:00Z,NA,Inspection,M8Z,0,FALSE,25 122595_0,M8Z,0
25 126576,0,Apartment Building,2025-03-10T00:00:00Z,NA,NA,Issuance Pending,M9B,550.38,FALSE,25 126576_0,M9B,550.38
25 127913,0,Apartment Building,2025-03-12T00:00:00Z,2025-07-30T00:00:00Z,NA,Inspection,M9V,270.6,FALSE,25 127913_0,M9V,270.6
25 132131,0,Mixed Use/Res w Non Res,2025-03-20T00:00:00Z,NA,NA,Response Received,M4W,271,FALSE,25 132131_0,M4W,271
25 138225,0,Laneway / Rear Yard Suite,2025-04-02T00:00:00Z,2025-06-13T00:00:00Z,NA,Inspection,M6E,40.9,FALSE,25 138225_0,M6E,40.9
25 189528,0,Elementary School,2025-07-07T00:00:00Z,NA,NA,Examiner's Notice Sent,M9B,995,FALSE,25 189528_0,M9B,995
25 241968,0,Apartment Building,2025-10-20T00:00:00Z,NA,NA,Examiner's Notice Sent,M4S,102.4,FALSE,25 241968_0,M4S,102.4
25 266467,0,Apartment Building,2025-12-15T00:00:00Z,NA,NA,Examiner's Notice Sent,M9B,439.38,FALSE,25 266467_0,M9B,439.38
25 269317,0,Mixed Use/Res w Non Res,2025-12-23T00:00:00Z,NA,NA,Under Review,M4S,269,FALSE,25 269317_0,M4S,269
