PERMIT_NUM,REVISION_NUM,STRUCTURE_TYPE,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,POSTAL,GREEN_ROOF_AREA,ECO_ROOF,ID,CFSAUID,G_AREA
14 253693,0,Mixed Use/Res w Non Res,2014-11-18T00:00:00Z,2017-11-28T00:00:00Z,NA,Inspection,M4Y,214,FALSE,14 253693_0,M4Y,214
14 254972,0,Mixed Use/Res w Non Res,2014-11-21T00:00:00Z,2018-10-05T00:00:00Z,2021-11-11T00:00:00Z,Closed,M6A,537,FALSE,14 254972_0,M6A,537
14 255836,0,Mixed Use/Res w Non Res,2014-11-24T00:00:00Z,2018-12-17T00:00:00Z,NA,Inspection,NA,514,FALSE,14 255836_0,NA,514
14 256786,0,Mixed Use/Res w Non Res,2014-11-26T00:00:00Z,2017-05-02T00:00:00Z,NA,Inspection,M5A,1204,FALSE,14 256786_0,M5A,1204
14 256851,0,Mixed Use/Res w Non Res,2014-11-26T00:00:00Z,2017-11-24T00:00:00Z,NA,Inspection,NA,663.03,FALSE,14 256851_0,NA,663.03
14 257413,0,Apartment Building,2014-11-27T00:00:00Z,2016-04-28T00:00:00Z,2018-05-08T00:00:00Z,Closed,M3M,828,FALSE,14 257413_0,M3M,828
14 257417,0,Apartment Building,2014-11-27T00:00:00Z,2018-08-31T00:00:00Z,2019-09-23T00:00:00Z,Closed,NA,3802,FALSE,14 257417_0,NA,3802
14 257431,0,Apartment Building,2014-11-27T00:00:00Z,2017-11-09T00:00:00Z,2019-09-23T00:00:00Z,Closed,NA,3802,FALSE,14 257431_0,NA,3802
14 257764,0,Elementary School,2014-11-28T00:00:00Z,2015-04-30T00:00:00Z,2017-01-17T00:00:00Z,Closed,M9R,620,TRUE,14 257764_0,M9R,620
14 257790,0,Mixed Use/Res w Non Res,2014-11-28T00:00:00Z,2016-12-22T00:00:00Z,2019-12-19T00:00:00Z,Closed,M5B,402,FALSE,14 257790_0,M5B,402
14 258677,0,Apartment Building,2014-12-01T00:00:00Z,2018-05-09T00:00:00Z,2022-03-22T00:00:00Z,Closed,M1N,255.53,FALSE,14 258677_0,M1N,255.53
14 259634,0,Mixed Use/Res w Non Res,2014-12-03T00:00:00Z,2019-08-09T00:00:00Z,2022-08-23T00:00:00Z,Closed,M5C,540,FALSE,14 259634_0,M5C,540
14 260744,0,Apartment Building,2014-12-05T00:00:00Z,2017-06-16T00:00:00Z,NA,Inspection,M4G,320,FALSE,14 260744_0,M4G,320
14 260855,0,Parking Garage,2014-12-05T00:00:00Z,2017-10-30T00:00:00Z,NA,Inspection,M4G,320,FALSE,14 260855_0,M4G,320
14 261064,0,Mixed Use/Res w Non Res,2014-12-05T00:00:00Z,2021-11-03T00:00:00Z,2024-11-25T00:00:00Z,Closed,M6G,117,FALSE,14 261064_0,M6G,117
14 261921,0,Apartment Building,2014-12-09T00:00:00Z,2017-06-29T00:00:00Z,2019-04-18T00:00:00Z,Closed,M9B,61,FALSE,14 261921_0,M9B,61
14 262293,0,Apartment Building,2014-12-09T00:00:00Z,2017-09-28T00:00:00Z,NA,Permit Issued,M2J,74,FALSE,14 262293_0,M2J,74
14 262585,0,Apartment Building,2014-12-10T00:00:00Z,2016-04-11T00:00:00Z,NA,Inspection,NA,0,FALSE,14 262585_0,NA,0
14 262832,0,Mixed Use/Res w Non Res,2014-12-10T00:00:00Z,2019-05-16T00:00:00Z,2025-06-20T00:00:00Z,Closed,M8V,590.2,FALSE,14 262832_0,M8V,590.2
14 263099,0,Apartment Building,2014-12-11T00:00:00Z,2020-01-29T00:00:00Z,NA,Inspection,M6A,2194,FALSE,14 263099_0,M6A,2194
14 263247,0,Apartment Building,2014-12-11T00:00:00Z,2020-01-24T00:00:00Z,NA,Inspection,M6A,157,FALSE,14 263247_0,M6A,157
14 264349,0,Mixed Use/Res w Non Res,2014-12-15T00:00:00Z,2018-02-27T00:00:00Z,2019-12-19T00:00:00Z,Closed,M5P,0,FALSE,14 264349_0,M5P,0
14 264762,0,Parking Garage,2014-12-16T00:00:00Z,2019-02-04T00:00:00Z,2021-06-15T00:00:00Z,Closed,M6E,1335,FALSE,14 264762_0,M6E,1335
14 265297,0,Elementary School,2014-12-17T00:00:00Z,2016-11-01T00:00:00Z,2023-11-02T00:00:00Z,Closed,M5R,160,FALSE,14 265297_0,M5R,160
14 265586,0,University,2014-12-18T00:00:00Z,2015-10-28T00:00:00Z,2026-01-26T00:00:00Z,Closed,M5S,638,FALSE,14 265586_0,M5S,638
14 265709,0,Multiple Use/Non Residential,2014-12-18T00:00:00Z,2020-02-05T00:00:00Z,NA,Inspection,M5E,1550,FALSE,14 265709_0,M5E,1550
14 265842,0,Apartment Building,2014-12-18T00:00:00Z,2017-10-04T00:00:00Z,NA,Inspection,NA,393.3,FALSE,14 265842_0,NA,393.3
14 266003,0,Apartment Building,2014-12-19T00:00:00Z,2016-07-08T00:00:00Z,2019-01-16T00:00:00Z,Closed,M1N,1136,FALSE,14 266003_0,M1N,1136
14 266073,0,Apartment Building,2014-12-19T00:00:00Z,2019-10-11T00:00:00Z,2023-03-23T00:00:00Z,Closed,M5M,597,FALSE,14 266073_0,M5M,597
14 266096,0,Apartment Building,2014-12-19T00:00:00Z,2019-07-23T00:00:00Z,NA,Inspection,NA,1804,FALSE,14 266096_0,NA,1804
14 266226,0,Mixed Use/Res w Non Res,2014-12-19T00:00:00Z,2018-02-13T00:00:00Z,2025-01-21T00:00:00Z,Closed,M4P,678,FALSE,14 266226_0,M4P,678
14 266247,0,Apartment Building,2014-12-19T00:00:00Z,2018-05-23T00:00:00Z,NA,Inspection,M8X,262.19,FALSE,14 266247_0,M8X,262.19
14 266371,0,Library,2014-12-19T00:00:00Z,2015-06-05T00:00:00Z,NA,Inspection,M9V,1110,FALSE,14 266371_0,M9V,1110
14 266401,0,Mixed Use/Res w Non Res,2014-12-19T00:00:00Z,2020-06-01T00:00:00Z,2023-06-22T00:00:00Z,Closed,M5V,330,FALSE,14 266401_0,M5V,330
14 266875,0,Multiple Use/Non Residential,2014-12-22T00:00:00Z,2016-03-09T00:00:00Z,NA,Inspection,M4W,121.4,FALSE,14 266875_0,M4W,121.4
14 267277,0,Apartment Building,2014-12-23T00:00:00Z,2017-12-11T00:00:00Z,NA,Inspection,NA,1354,FALSE,14 267277_0,NA,1354
14 267285,0,Apartment Building,2014-12-23T00:00:00Z,2016-09-29T00:00:00Z,2020-10-26T00:00:00Z,Closed,M1R,839,FALSE,14 267285_0,M1R,839
14 267291,0,Apartment Building,2014-12-23T00:00:00Z,2017-09-11T00:00:00Z,2020-09-16T00:00:00Z,Closed,M1R,839,FALSE,14 267291_0,M1R,839
14 267679,0,Apartment Building,2014-12-24T00:00:00Z,2017-05-11T00:00:00Z,2021-09-10T00:00:00Z,Closed,M1N,76.44000000000001,FALSE,14 267679_0,M1N,76.44000000000001
14 268476,0,Apartment Building,2014-12-30T00:00:00Z,2016-04-07T00:00:00Z,2017-04-12T00:00:00Z,Closed,M6H,90.91000000000001,FALSE,14 268476_0,M6H,90.91000000000001
14 268627,0,Apartment Building,2014-12-30T00:00:00Z,2016-02-25T00:00:00Z,2017-02-13T00:00:00Z,Closed,M6H,90.81,FALSE,14 268627_0,M6H,90.81
15 108034,0,Office,2015-01-23T00:00:00Z,2016-12-05T00:00:00Z,NA,Inspection,NA,243,FALSE,15 108034_0,NA,243
15 123194,0,SFD - Detached,2015-03-03T00:00:00Z,2015-04-15T00:00:00Z,2015-11-09T00:00:00Z,Closed,M5R,35.9,TRUE,15 123194_0,M5R,35.9
15 123194,1,SFD - Detached,2015-07-06T00:00:00Z,2015-07-16T00:00:00Z,2015-11-09T00:00:00Z,Closed,M5R,35.9,TRUE,15 123194_1,M5R,35.9
15 132345,0,Multiple Use/Non Residential,2015-03-25T00:00:00Z,2015-07-16T00:00:00Z,NA,Inspection,M4Y,150.6,FALSE,15 132345_0,M4Y,150.6
15 134857,0,Retail Store,2015-03-31T00:00:00Z,2016-08-18T00:00:00Z,2016-10-31T00:00:00Z,Closed,M6A,1553.8,FALSE,15 134857_0,M6A,1553.8
15 137670,0,Other,2015-04-08T00:00:00Z,2015-12-31T00:00:00Z,2023-07-11T00:00:00Z,Closed,M3M,358,FALSE,15 137670_0,M3M,358
15 140135,0,Multiple Use/Non Residential,2015-04-13T00:00:00Z,2018-03-27T00:00:00Z,NA,Inspection,M5A,2114,FALSE,15 140135_0,M5A,2114
15 140383,0,Self-Service Storage Building,2015-04-14T00:00:00Z,2016-03-08T00:00:00Z,2017-03-20T00:00:00Z,Closed,M1C,1587.8,FALSE,15 140383_0,M1C,1587.8
15 140425,0,Self-Service Storage Building,2015-04-14T00:00:00Z,2016-03-08T00:00:00Z,2017-03-20T00:00:00Z,Closed,M1C,1659.1,FALSE,15 140425_0,M1C,1659.1
15 143919,0,Mixed Use/Res w Non Res,2015-04-20T00:00:00Z,2017-03-29T00:00:00Z,2019-08-14T00:00:00Z,Closed,M5B,473.34000000000003,FALSE,15 143919_0,M5B,473.34000000000003
15 144491,0,Multiple Unit Building,2015-04-21T00:00:00Z,2019-03-13T00:00:00Z,2021-12-08T00:00:00Z,Closed,M2N,5361,FALSE,15 144491_0,M2N,5361
15 147402,0,SFD - Detached,2015-04-27T00:00:00Z,2015-06-09T00:00:00Z,NA,Inspection,M4L,26.22,FALSE,15 147402_0,M4L,26.22
15 150230,0,Mixed Use/Res w Non Res,2015-05-01T00:00:00Z,2018-10-02T00:00:00Z,2021-05-28T00:00:00Z,Closed,M5R,13.1,FALSE,15 150230_0,M5R,13.1
15 151323,0,Mixed Use/Res w Non Res,2015-05-04T00:00:00Z,2016-12-09T00:00:00Z,2024-03-14T00:00:00Z,Closed,M4X,524.2,FALSE,15 151323_0,M4X,524.2
15 153872,0,Apartment Building,2015-05-08T00:00:00Z,2018-09-10T00:00:00Z,NA,Inspection,M4P,560,FALSE,15 153872_0,M4P,560
15 159182,0,Mixed Use/Res w Non Res,2015-05-19T00:00:00Z,2018-01-24T00:00:00Z,NA,Inspection,M4Y,14.33,FALSE,15 159182_0,M4Y,14.33
15 162424,0,Warehouse,2015-05-25T00:00:00Z,NA,NA,Examiner's Notice Sent,M3N,7617,FALSE,15 162424_0,M3N,7617
15 169372,0,Apartment Building,2015-06-05T00:00:00Z,2016-06-22T00:00:00Z,NA,Inspection,M4V,252.07,FALSE,15 169372_0,M4V,252.07
15 174905,0,SFD - Semi-Detached,2015-06-16T00:00:00Z,2015-07-15T00:00:00Z,2015-12-17T00:00:00Z,Closed,M5P,38.6,FALSE,15 174905_0,M5P,38.6
15 174944,0,SFD - Semi-Detached,2015-06-16T00:00:00Z,2015-07-15T00:00:00Z,2015-12-17T00:00:00Z,Closed,M5P,27.9,FALSE,15 174944_0,M5P,27.9
15 174949,0,Mixed Use/Res w Non Res,2015-06-16T00:00:00Z,2018-07-18T00:00:00Z,NA,Inspection,NA,1045,FALSE,15 174949_0,NA,1045
15 176396,0,Mixed Use/Res w Non Res,2015-06-18T00:00:00Z,2017-12-07T00:00:00Z,2022-03-21T00:00:00Z,Closed,NA,1120,FALSE,15 176396_0,NA,1120
15 180300,0,SFD - Detached,2015-06-24T00:00:00Z,2015-10-29T00:00:00Z,NA,Inspection,M4W,208,TRUE,15 180300_0,M4W,208
15 183221,0,Mixed Use/Res w Non Res,2015-06-30T00:00:00Z,2017-05-01T00:00:00Z,NA,Inspection,NA,720.7800000000001,FALSE,15 183221_0,NA,720.7800000000001
15 183406,0,SFD - Detached,2015-06-30T00:00:00Z,2015-08-18T00:00:00Z,2019-12-11T00:00:00Z,Closed,M4E,10.31,FALSE,15 183406_0,M4E,10.31
15 191104,0,Mixed Use/Res w Non Res,2015-07-15T00:00:00Z,2018-10-04T00:00:00Z,NA,Inspection,M4S,59,FALSE,15 191104_0,M4S,59
15 201043,0,SFD - Townhouse,2015-08-04T00:00:00Z,2017-06-19T00:00:00Z,2019-01-17T00:00:00Z,Closed,M4X,890,FALSE,15 201043_0,M4X,890
15 202222,0,Retail Store,2015-08-05T00:00:00Z,2016-08-02T00:00:00Z,2018-05-14T00:00:00Z,Closed,M8W,0,FALSE,15 202222_0,M8W,0
15 202756,0,Secondary School,2015-08-06T00:00:00Z,2016-10-28T00:00:00Z,2020-07-06T00:00:00Z,Closed,M1J,2565,TRUE,15 202756_0,M1J,2565
15 206321,0,Multiple Use/Non Residential,2015-08-13T00:00:00Z,2020-02-05T00:00:00Z,2024-02-27T00:00:00Z,Closed,M6N,0,FALSE,15 206321_0,M6N,0
15 219396,0,Apartment Building,2015-09-08T00:00:00Z,2017-06-30T00:00:00Z,2018-06-14T00:00:00Z,Closed,M4E,190,FALSE,15 219396_0,M4E,190
15 220175,0,Mixed Use/Res w Non Res,2015-09-09T00:00:00Z,2017-09-18T00:00:00Z,2019-10-03T00:00:00Z,Closed,M5V,514,FALSE,15 220175_0,M5V,514
15 222772,0,Industrial,2015-09-15T00:00:00Z,2016-11-22T00:00:00Z,2018-04-18T00:00:00Z,Closed,M1B,266,FALSE,15 222772_0,M1B,266
15 223954,0,College/Trade/Tech School/Training Cent.,2015-09-17T00:00:00Z,2016-09-22T00:00:00Z,2019-03-13T00:00:00Z,Closed,M3K,1183,FALSE,15 223954_0,M3K,1183
15 224200,0,Retail Store,2015-09-17T00:00:00Z,2016-12-20T00:00:00Z,2018-01-11T00:00:00Z,Closed,M6A,0,FALSE,15 224200_0,M6A,0
15 224387,0,Medical/Dental Office,2015-09-17T00:00:00Z,2016-07-07T00:00:00Z,2023-02-23T00:00:00Z,Closed,M1B,914,FALSE,15 224387_0,M1B,914
15 224973,0,SFD - Detached,2015-09-18T00:00:00Z,2015-10-21T00:00:00Z,2024-04-09T00:00:00Z,Closed,M2N,460.15000000000003,FALSE,15 224973_0,M2N,460.15000000000003
15 226338,0,Multiple Use/Non Residential,2015-09-22T00:00:00Z,2018-04-27T00:00:00Z,NA,Permit Issued,NA,1030,FALSE,15 226338_0,NA,1030
15 228084,0,Apartment Building,2015-09-24T00:00:00Z,2018-07-20T00:00:00Z,2023-07-05T00:00:00Z,Closed,NA,1682,FALSE,15 228084_0,NA,1682
15 228503,0,Apartment Building,2015-09-25T00:00:00Z,2018-07-17T00:00:00Z,NA,Inspection,M2J,186,FALSE,15 228503_0,M2J,186
15 230306,0,Mixed Use/Res w Non Res,2015-09-29T00:00:00Z,2020-12-07T00:00:00Z,NA,Inspection,M4E,524.8,FALSE,15 230306_0,M4E,524.8
15 231555,0,Mixed Use/Res w Non Res,2015-10-01T00:00:00Z,2018-04-27T00:00:00Z,NA,Inspection,M4L,368,FALSE,15 231555_0,M4L,368
15 232712,0,Multiple Use/Non Residential,2015-10-05T00:00:00Z,2017-07-04T00:00:00Z,NA,Inspection,M4N,526.7,FALSE,15 232712_0,M4N,526.7
15 234807,0,Elementary School,2015-10-08T00:00:00Z,2016-01-14T00:00:00Z,2017-11-08T00:00:00Z,Closed,M9P,0,FALSE,15 234807_0,M9P,0
15 236812,0,Elementary School,2015-10-13T00:00:00Z,2016-07-19T00:00:00Z,NA,Inspection,M1E,308.6,FALSE,15 236812_0,M1E,308.6
15 237835,0,Apartment Building,2015-10-15T00:00:00Z,2018-01-15T00:00:00Z,2019-04-05T00:00:00Z,Closed,M4C,1099,FALSE,15 237835_0,M4C,1099
15 239771,0,Mixed Use/Res w Non Res,2015-10-20T00:00:00Z,2017-06-06T00:00:00Z,NA,Inspection,M6R,710.8,FALSE,15 239771_0,M6R,710.8
15 239795,0,Multiple Use/Non Residential,2015-10-20T00:00:00Z,2016-12-06T00:00:00Z,NA,Inspection,M1E,611.5,FALSE,15 239795_0,M1E,611.5
15 240559,0,Warehouse,2015-10-21T00:00:00Z,2016-06-28T00:00:00Z,2021-10-11T00:00:00Z,Closed,NA,1536.3,FALSE,15 240559_0,NA,1536.3
15 240592,0,Warehouse,2015-10-21T00:00:00Z,2016-06-22T00:00:00Z,NA,Inspection,NA,1515.5,FALSE,15 240592_0,NA,1515.5
15 241022,0,Mixed Use/Res w Non Res,2015-10-22T00:00:00Z,2016-09-14T00:00:00Z,NA,Inspection,M6B,887,FALSE,15 241022_0,M6B,887
15 242520,1,SFD - Semi-Detached,2022-01-17T00:00:00Z,2022-05-19T00:00:00Z,NA,Revision Issued,M5R,44.27,FALSE,15 242520_1,M5R,44.27
15 246701,0,Mixed Use/Res w Non Res,2015-11-03T00:00:00Z,2018-05-28T00:00:00Z,NA,Inspection,M5V,2000.37,FALSE,15 246701_0,M5V,2000.37
15 247214,0,Mixed Use/Res w Non Res,2015-11-04T00:00:00Z,2017-07-17T00:00:00Z,NA,Inspection,M5A,1111,FALSE,15 247214_0,M5A,1111
15 250435,0,Mixed Use/Res w Non Res,2015-11-12T00:00:00Z,2018-12-17T00:00:00Z,NA,Inspection,M5A,643,FALSE,15 250435_0,M5A,643
15 251842,0,Multiple Use/Non Residential,2015-11-16T00:00:00Z,2017-01-26T00:00:00Z,NA,Inspection,M8Y,350,FALSE,15 251842_0,M8Y,350
15 259197,0,Mixed Use/Res w Non Res,2015-12-01T00:00:00Z,2021-09-17T00:00:00Z,2024-02-13T00:00:00Z,Closed,NA,230.68,FALSE,15 259197_0,NA,230.68
15 261547,0,Nursing Home Facility,2015-12-07T00:00:00Z,2018-06-13T00:00:00Z,2019-11-06T00:00:00Z,Closed,M1L,2471,FALSE,15 261547_0,M1L,2471
15 266534,0,Apartment Building,2015-12-17T00:00:00Z,2018-01-18T00:00:00Z,NA,Inspection,M2K,543,FALSE,15 266534_0,M2K,543
15 266821,2,SFD - Detached,2018-04-16T00:00:00Z,2018-05-17T00:00:00Z,2018-10-10T00:00:00Z,Closed,M4V,23,FALSE,15 266821_2,M4V,23
15 267631,0,Mixed Use/Res w Non Res,2015-12-21T00:00:00Z,2018-12-11T00:00:00Z,2025-02-19T00:00:00Z,Closed,M4Y,722,FALSE,15 267631_0,M4Y,722
15 268063,0,Mixed Use/Res w Non Res,2015-12-22T00:00:00Z,2017-12-01T00:00:00Z,2019-02-06T00:00:00Z,Closed,M4E,220,FALSE,15 268063_0,M4E,220
15 269710,0,Multiple Use/Non Residential,2015-12-24T00:00:00Z,2021-05-13T00:00:00Z,NA,Inspection,NA,2355.86,FALSE,15 269710_0,NA,2355.86
16 103087,0,Multiple Unit Building,2016-01-11T00:00:00Z,2017-11-15T00:00:00Z,2026-01-06T00:00:00Z,Closed,M4W,0,FALSE,16 103087_0,M4W,0
16 108693,0,Apartment Building,2016-01-26T00:00:00Z,2017-01-17T00:00:00Z,2018-12-17T00:00:00Z,Closed,NA,236.76,FALSE,16 108693_0,NA,236.76
16 112186,2,SFD - Detached,2019-10-22T00:00:00Z,2019-11-22T00:00:00Z,NA,Revision Issued,M4V,14.27,FALSE,16 112186_2,M4V,14.27
16 113513,0,Community Hall,2016-02-05T00:00:00Z,2016-07-28T00:00:00Z,2021-09-02T00:00:00Z,Closed,M4X,1051,FALSE,16 113513_0,M4X,1051
16 114270,0,Multiple Use/Non Residential,2016-02-08T00:00:00Z,2017-10-20T00:00:00Z,NA,Inspection,M5T,1873,FALSE,16 114270_0,M5T,1873
16 114860,0,Mixed Use/Res w Non Res,2016-02-09T00:00:00Z,2017-06-09T00:00:00Z,2022-04-11T00:00:00Z,Closed,M5B,1142,FALSE,16 114860_0,M5B,1142
16 115737,0,Library,2016-02-11T00:00:00Z,2019-07-15T00:00:00Z,NA,Inspection,M5S,32,FALSE,16 115737_0,M5S,32
16 116434,0,Elementary School,2016-02-12T00:00:00Z,2016-07-20T00:00:00Z,NA,Inspection,M9M,0,FALSE,16 116434_0,M9M,0
16 117393,0,Retail Store,2016-02-17T00:00:00Z,2016-06-22T00:00:00Z,2017-11-03T00:00:00Z,Closed,M9C,1740.52,FALSE,16 117393_0,M9C,1740.52
16 118117,0,Mixed Use/Res w Non Res,2016-02-18T00:00:00Z,2019-09-09T00:00:00Z,2021-07-06T00:00:00Z,Closed,M4T,245.6,FALSE,16 118117_0,M4T,245.6
16 118607,0,Multiple Use/Non Residential,2016-02-19T00:00:00Z,2017-07-05T00:00:00Z,2018-11-05T00:00:00Z,Closed,M6G,353,FALSE,16 118607_0,M6G,353
16 120031,0,Industrial,2016-02-24T00:00:00Z,2020-08-07T00:00:00Z,2025-04-29T00:00:00Z,Closed,M6M,15300,FALSE,16 120031_0,M6M,15300
16 123263,0,Apartment Building,2016-03-03T00:00:00Z,2018-04-18T00:00:00Z,2020-11-09T00:00:00Z,Closed,NA,2100,FALSE,16 123263_0,NA,2100
16 127281,0,Mixed Use/Res w Non Res,2016-03-14T00:00:00Z,2020-05-12T00:00:00Z,2022-01-11T00:00:00Z,Closed,M5A,1768,FALSE,16 127281_0,M5A,1768
16 127450,0,Multiple Use/Non Residential,2016-03-14T00:00:00Z,2016-08-19T00:00:00Z,2019-04-25T00:00:00Z,Closed,M8X,624,FALSE,16 127450_0,M8X,624
16 131374,0,Elementary School,2016-03-23T00:00:00Z,2018-01-24T00:00:00Z,NA,Inspection,M3C,0,FALSE,16 131374_0,M3C,0
16 137689,0,Industrial,2016-04-08T00:00:00Z,2018-03-20T00:00:00Z,2018-03-27T00:00:00Z,Closed,M8Z,3007.94,FALSE,16 137689_0,M8Z,3007.94
16 138508,0,Elementary School,2016-04-11T00:00:00Z,2018-05-10T00:00:00Z,2025-11-10T00:00:00Z,Closed,M2M,710,FALSE,16 138508_0,M2M,710
16 139867,0,Elementary School,2016-04-13T00:00:00Z,2017-03-13T00:00:00Z,2021-04-29T00:00:00Z,Closed,M2N,1127,FALSE,16 139867_0,M2N,1127
16 142979,0,Multiple Use/Non Residential,2016-04-19T00:00:00Z,2016-08-15T00:00:00Z,NA,Inspection,M5R,400,FALSE,16 142979_0,M5R,400
16 143140,0,Mixed Use/Res w Non Res,2016-04-20T00:00:00Z,2018-05-11T00:00:00Z,NA,Inspection,NA,186.1,FALSE,16 143140_0,NA,186.1
16 145537,0,Multiple Use/Non Residential,2016-04-25T00:00:00Z,2018-08-30T00:00:00Z,2020-06-17T00:00:00Z,Closed,NA,560,FALSE,16 145537_0,NA,560
16 147600,0,Elementary School,2016-04-28T00:00:00Z,2018-01-30T00:00:00Z,2019-11-28T00:00:00Z,Closed,M4B,0,FALSE,16 147600_0,M4B,0
16 148136,0,Medical/Dental Office,2016-04-29T00:00:00Z,2017-06-29T00:00:00Z,2018-07-06T00:00:00Z,Closed,M9V,1500,FALSE,16 148136_0,M9V,1500
16 149784,0,Apartment Building,2016-05-03T00:00:00Z,2018-05-10T00:00:00Z,2020-08-11T00:00:00Z,Closed,M6R,1000,FALSE,16 149784_0,M6R,1000
16 155075,0,SFD - Semi-Detached,2016-05-13T00:00:00Z,2016-06-16T00:00:00Z,2016-11-09T00:00:00Z,Closed,M5T,65.42,TRUE,16 155075_0,M5T,65.42
16 158308,0,Retail Store,2016-05-19T00:00:00Z,2017-02-16T00:00:00Z,2017-04-26T00:00:00Z,Closed,NA,660,FALSE,16 158308_0,NA,660
16 158573,0,Apartment Building,2016-05-19T00:00:00Z,2018-04-13T00:00:00Z,2020-12-09T00:00:00Z,Closed,M2K,821,FALSE,16 158573_0,M2K,821
16 159450,0,Mixed Use/Res w Non Res,2016-05-20T00:00:00Z,2018-01-29T00:00:00Z,2020-12-02T00:00:00Z,Closed,M5V,1332,FALSE,16 159450_0,M5V,1332
16 164910,0,Mixed Use/Res w Non Res,2016-05-31T00:00:00Z,2018-12-07T00:00:00Z,NA,Inspection,M4S,991,FALSE,16 164910_0,M4S,991
16 166046,0,Apartment Building,2016-06-01T00:00:00Z,2020-05-05T00:00:00Z,NA,Permit Issued,M2J,654,FALSE,16 166046_0,M2J,654
16 166105,0,Multiple Use/Non Residential,2016-06-01T00:00:00Z,2017-11-22T00:00:00Z,2021-12-03T00:00:00Z,Closed,M6K,520,FALSE,16 166105_0,M6K,520
16 169317,0,Apartment Building,2016-06-07T00:00:00Z,2018-07-26T00:00:00Z,2025-06-13T00:00:00Z,Closed,M4V,316.2,FALSE,16 169317_0,M4V,316.2
16 171687,0,Mixed Use/Res w Non Res,2016-06-10T00:00:00Z,2020-04-15T00:00:00Z,NA,Inspection,M4Y,195,FALSE,16 171687_0,M4Y,195
16 173117,0,Mixed Use/Res w Non Res,2016-06-13T00:00:00Z,2017-07-04T00:00:00Z,2019-10-03T00:00:00Z,Closed,M5A,400,FALSE,16 173117_0,M5A,400
16 178022,0,Hospital,2016-06-21T00:00:00Z,2018-11-16T00:00:00Z,2021-01-05T00:00:00Z,Closed,M9V,4554,FALSE,16 178022_0,M9V,4554
16 178139,0,Multiple Use/Non Residential,2016-06-21T00:00:00Z,2017-02-03T00:00:00Z,2024-03-04T00:00:00Z,Closed,M1B,349.5,FALSE,16 178139_0,M1B,349.5
16 179973,0,University,2016-06-24T00:00:00Z,2018-08-23T00:00:00Z,NA,Inspection,M3J,841,FALSE,16 179973_0,M3J,841
16 180989,0,Mixed Use/Res w Non Res,2016-06-27T00:00:00Z,2018-01-08T00:00:00Z,2019-08-15T00:00:00Z,Closed,M5T,1154,FALSE,16 180989_0,M5T,1154
16 186839,0,Mixed Use/Res w Non Res,2016-07-07T00:00:00Z,2018-05-11T00:00:00Z,NA,Inspection,M5V,1735.6399999999999,FALSE,16 186839_0,M5V,1735.6399999999999
16 189230,0,Office,2016-07-12T00:00:00Z,2016-08-08T00:00:00Z,2016-12-07T00:00:00Z,Closed,M5H,226.3,FALSE,16 189230_0,M5H,226.3
16 191842,0,Multiple Use/Non Residential,2016-07-15T00:00:00Z,2016-11-02T00:00:00Z,2017-12-15T00:00:00Z,Closed,M9L,14595.3,FALSE,16 191842_0,M9L,14595.3
16 193457,0,Apartment Building,2016-07-19T00:00:00Z,2019-02-08T00:00:00Z,NA,Inspection,M4P,709,FALSE,16 193457_0,M4P,709
16 200691,0,Mixed Use/Res w Non Res,2016-08-03T00:00:00Z,2019-08-14T00:00:00Z,2026-01-09T00:00:00Z,Closed,M4P,664.8399999999999,FALSE,16 200691_0,M4P,664.8399999999999
16 201943,0,Mixed Use/Res w Non Res,2016-08-05T00:00:00Z,2021-01-26T00:00:00Z,NA,Inspection,M4Y,255.25,FALSE,16 201943_0,M4Y,255.25
16 203424,0,SFD - Detached,2016-08-08T00:00:00Z,2017-03-14T00:00:00Z,2026-02-27T00:00:00Z,Closed,M3C,58,FALSE,16 203424_0,M3C,58
16 211134,0,Mixed Use/Res w Non Res,2016-08-22T00:00:00Z,2019-08-19T00:00:00Z,2021-10-19T00:00:00Z,Closed,M5T,188.88000000000002,FALSE,16 211134_0,M5T,188.88000000000002
16 212548,0,Mixed Use/Res w Non Res,2016-08-24T00:00:00Z,2020-08-25T00:00:00Z,2021-06-10T00:00:00Z,Closed,NA,595.6,FALSE,16 212548_0,NA,595.6
16 217011,1,SFD - Townhouse,2017-01-26T00:00:00Z,2017-12-01T00:00:00Z,2026-02-18T00:00:00Z,Closed,M5N,5.6,FALSE,16 217011_1,M5N,5.6
16 219898,0,Multiple Use/Non Residential,2016-09-08T00:00:00Z,2019-02-06T00:00:00Z,NA,Inspection,M5M,216.8,FALSE,16 219898_0,M5M,216.8
16 220103,0,Elementary School,2016-09-09T00:00:00Z,2018-05-02T00:00:00Z,2019-01-24T00:00:00Z,Closed,M5N,1063,TRUE,16 220103_0,M5N,1063
16 223100,0,Office,2016-09-15T00:00:00Z,2020-08-11T00:00:00Z,2021-09-30T00:00:00Z,Closed,M6M,876,FALSE,16 223100_0,M6M,876
16 224197,0,Motel/Hotel,2016-09-16T00:00:00Z,2019-03-04T00:00:00Z,NA,Inspection,M5V,145.6,FALSE,16 224197_0,M5V,145.6
