X_id,PERMIT_NUM,REVISION_NUM,PERMIT_TYPE,STRUCTURE_TYPE,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,DESCRIPTION,GREEN_ROOF_AREA,GREEN_ROOF_VARIATION_AREA,ECO_ROOF
154,12 278080,0,Building Additions/Alterations,Retail Store,25,THE WEST MALL, , ,M9C,2012-11-13,2013-09-30,,Inspection,Proposal to construct two storey north side addition and interior alteration to existing shopping mall.,14306,NA,False
155,12 283532,0,New Building,Apartment Building,48,ABELL,ST, ,M6J,2012-11-22,2017-12-11,,Inspection,Proposal to construct a 21 sty condo with 3 levels of below grade parking and 406 residential units.  See stand alone shoring 12 123243.,447,NA,False
156,12 292665,0,Building Additions/Alterations,Warehouse,129,FENMAR,DR, ,M9L,2012-12-12,2015-03-06,,Inspection,"Proposed development of a one-storey warehouse/storage building at the rear of the property.
Re: [SPA #12-266903 WET]",3519,NA,False
157,12 296413,0,New Building,Apartment Building,160,VANDERHOOF,AVE, ,   ,2012-12-20,2016-06-08,2018-01-23,Closed,"18 storey residential building containing two storey townhouses with 10 units and residential dwelling units above consisting of 308 units, ground floor recreational area and six levels of underground parking - Scenic III (ARH) Developments Ltd ",760,0,False
158,12 296537,0,New Building,Mixed Use/Res w Non Res,998,COLLEGE,ST, ,M6H,2012-12-20,2014-09-30,,Inspection,"Proposal to construct a 7 sty condo with commercial on the ground floor and 2 levels of below grade parking.  51 dwelling units.  ""IT LOFTS"".",100.0,NA,False
159,12 296588,0,New Building,Elementary School,36,YVONNE,AVE, ,M3L,2012-12-20,2013-05-24,,Inspection,New 2 storey elementary school,660,NA,True
160,12 296723,0,New Building,Apartment Building,299,ROEHAMPTON,AVE, ,M4P,2012-12-20,2014-04-15,2016-02-18,Closed,"Demo existing 2 storey townhouse development consisting of 7 rental units on North East portion of existing 'lot' which consists of # 299 Roehampton Ave.(Area B) and # 322 Eglinton Ave. East (Area A) to remain;  and construct new 16 storey apartment building with 221 Dwelling Units (Area C), 1 Storey Recreation Centre (Area D) for the exclusive use of Residents of the 'lot', and new vehicular ramp enclosure (Area E). One vehicular ramp to the underground garage will also be demolished
Parking to be within the existing 2 levels of the underground garage which is shared by all three towers. 
Existing vehicular access from Roehampton Ave. and Rawlinson Ave will remain from these streets but will be relocated. New surface drive aisles are proposed.
See also 12 296716 DEM, 12 244374 STE, 12 149734 ZPR, 12 149122 MV and Final and Binding A0248/12TEY.",620.9,NA,False
161,12 296750,0,Building Additions/Alterations,Multiple Use/Non Residential,40,ADELAIDE,ST,W,M5H,2012-12-20,2013-11-18,2017-01-17,Closed,"Proposal to construct a 44 sty office addition (including a new 7 sty podium)+ mech penhouse addition over existing 4 level below grade parking garage and 1 concourse level, and selective interior work on existing commercial building at 132 Yonge St.  Future address - 22 Adelaide St W.  BAY ADELAIDE EAST TOWER.
A copy of the original & registered Limiting Distance Agreement dated June7th, 2013 for Bay Adelaide Centre (East Tower) / HKTDC of 9 Temperance Street is filed under the Applicable Law (Attachment/Process).",236,163.9,False
162,12 296759,0,Building Additions/Alterations,Office,134,PETER,ST, ,M5V,2012-12-20,2013-10-15,2018-11-06,Closed,"Construction of additions above and to the north and west walls of the existing building located at 134 peter street for the purposes of a new office development having an overall height of 17 stories.  Included is the incorporation of the easterly exterior wall of 364 Richmond street West into the development. 
See STR PP for structural drawings.",1157.33,0,False
163,13 108330,0,New Building,Apartment Building,80,ESTHER LORRIE,DR, ,   ,2013-01-18,2014-09-26,2016-05-02,Closed,"Construct new (12) storey residential condo with (260) units, (1) dwelling room and (3) levels of underground parking.",534.0,NA,False
164,13 111792,0,New Building,Apartment Building,830,LAWRENCE,AVE,W,   ,2013-01-28,2016-08-18,2022-02-08,Closed,"Part Permit - 29 storey residential building with a 8 storey residential podium containing 586 dwelling units, ground floor retail and four levels of underground parking - Phase 2 - Treviso",752,0,False
165,13 119998,0,New Building,Multiple Use/Non Residential,300,SILVER STAR,BLVD, ,   ,2013-02-14,2014-06-12,,Inspection,"Proposed 4 storey building for offices, 16 respite care rooms, recreational - mixed uses (Seniors Multi Service Centre).",574,NA,False
166,13 122221,0,New Building,Motel/Hotel,2,STRACHAN,AVE, ,M6K,2013-02-20,2014-09-08,,Inspection,"Proposal to construct a new 28 sty hotel and 2 levels of below grade parking.  ""Hotel X at Exhibition Place"".  New convenience address - 111 Princes Blvd.",4356,593,False
167,13 122967,0,Building Additions/Alterations,Multiple Use/Non Residential,141,ADELAIDE,ST,W,M5H,2013-02-21,2013-04-02,2017-01-09,Closed,"Proposal to construct a greenroof on the lower portion of mixed use, commercial buiding.",229.86,NA,False
168,13 123611,0,New Building,Mixed Use/Res w Non Res,51,EAST LIBERTY,ST, ,   ,2013-02-22,2014-07-21,2018-10-11,Closed,"1Proposal to construct a 25 sty condo with ground floor commercial, 4 levels of below grade parking, and 386 residential units.  Phase 1.  Liberty Central Condos.",492,NA,False
169,13 124990,0,New Building,Mixed Use/Res w Non Res,1844,BLOOR,ST,W,M6P,2013-02-26,2014-01-29,,Inspection,New 14 storey mixed use residential with commercial on ground floor,1113,NA,False
170,13 127050,0,New Houses,Stacked Townhouses,1321,GERRARD,ST,E,M4L,2013-03-01,2014-12-18,,Inspection,"BUILDING 1 - Proposal to construct a 3 sty stacked and back-to-back townhouse building with 16 residential units with basement parking garage.  Refer to LEAD FILE 13-127046 BLD for drawings, documents and approvals.  BUILDING 2 is under file 13-127053 BLD.",123,NA,False
171,13 127053,0,New Houses,Stacked Townhouses,1321,GERRARD,ST,E,M4L,2013-03-01,2014-12-18,,Inspection,"BUILDING 2 - Proposal to construct a 3 sty stacked and back-to-back townhouse building with 16 residential units with basement parking garage.  Refer to LEAD FILE 13-127046 BLD for drawings, documents and approvals.  BUILDING 1 is under file 13-127050 BLD.",122,NA,False
172,13 131614,0,New Building,Mixed Use/Res w Non Res,40,SCOTT,ST, ,   ,2013-03-12,2016-04-05,,Inspection,"Proposal to construct a new 58 storey multi use building with 489 residential suites, ground floor retail and office space, and 5 levels of below grade parking with 362 parking spaces.  See also 11 259298 STE.",340.97,0,False
173,13 133841,0,New Building,Other,51,BEECHGROVE,DR, ,M1E,2013-03-15,2014-04-16,2019-05-14,Closed,New headworks building at existing waste water treatment plant,746,NA,False
174,13 137731,0,New Building,Retail Store,1860,BAYVIEW,AVE, ,M4G,2013-03-20,2014-04-16,,Inspection,"Two storey retail shell building containing 5 retail units on the ground floor, one retail unit on the second floor and two levels of underground parking",1348,0,False
175,13 140016,0,New Building,Stadium,4700,KEELE,ST, ,M3J,2013-03-25,2013-11-13,,Inspection,Athletics Out-door Stadium - Pan Am Games - York University,20,NA,False
176,13 144750,0,New Building,Mixed Use/Res w Non Res,90,HARBOUR,ST, ,   ,2013-04-04,2015-08-17,,Inspection,"Proposal to construct 3 towers (1-33 sty office tower on west side of property, 1-65 sty residential tower centrally located on property, and 1-69 sty residential tower on east side of property) on 3 & 5 sty podiums, 1220 residential units, connection to PATH, and 4 levels of below grade parking.  See active Shoring Permit 12 283251.
",3113.4,1555.8,False
177,13 147105,0,New Building,Mixed Use/Res w Non Res,1960,QUEEN,ST,E,M4L,2013-04-09,2014-07-03,2016-09-09,Closed,"Proposal to construct a 6 sty condo with ground floor retail, 2 levels of underground parking, and 28 residential units. See active Demo permit.
",296,0,False
178,13 148751,0,New Building,Apartment Building,591,DUNDAS,ST,E,M5T,2013-04-11,2013-08-29,,Inspection,"BLOCK 22- Part of Phase 2)
Proposal to construct a new 11 sty rental apartment building with 1 level of below grade parking and 86 units.  BUILDING C.  New address - 180 Sackville St.  NOTE: also see batch permits for BUILDING A (16 back to back townhouses TH-01-TH16) and BUILDING B (16 back to back townhouses TH-17-TH32).",281,NA,False
179,13 155002,0,New Building,Mixed Use/Res w Non Res,545-565,SHERBOURNE,ST, ,M4X,2013-04-22,2016-09-01,2020-02-27,Closed,"Proposal to construct a new 43 storey mixed-use building with 369 residential units and ground floor commercial. Also maintain existing residential buildings at 545, 555 and 565 Sherbourne St.",890,NA,False
180,13 161711,0,New Building,Office,100,ADELAIDE,ST,W,M5H,2013-05-03,2015-08-24,2022-04-19,Closed,Proposal to construct a (39 leveles of offices + 3 leveles of mechanical spaces; level 13 is skipped on all drawings) 42 sty office building with 5 levels of below grade parking.,1224,361,False
181,13 161711,4,New Building,Office,100,ADELAIDE,ST,W,M5H,2019-09-10,2021-02-05,2022-04-19,Closed,"Revision # 04 - Regarding green roof coverage.  The additional minor variation in coverage is due to as-built conditions. Additional paver is required for tenant mechanical units and base building fan equipment access.  Portion of the green roof is also removed to accommodate BMU platform and rotating bumper rollers.

REVISION 3 - changes to interior glass walls on Level 41
Proposal to construct a (39 levels of offices + 3 levels of mechanical spaces; level 13 is skipped on all drawings) 42 sty office building with 5 levels of below grade parking.",1103,121,False
182,13 163492,0,Building Additions/Alterations,Apartment Building,133,WILTON,ST, ,M5A,2013-05-07,2013-07-03,2021-02-16,Closed,Proposal to construct a greenroof on existing apartment building.,426,NA,False
183,13 164224,0,New Building,Mixed Use/Res w Non Res,927 A,EGLINTON,AVE,W,M6C,2013-05-07,2017-04-04,,Inspection,"Proposal to construct a new 9 sty condo with commercial at grade, 91 residential units, and 3 levels of below grade parking.  925-935 Eglinton Ave W .  See Demo permit under 925 Eglinton Ave W - 13 164199.  ",204.50,0,False
184,13 173169,0,New Building,Mixed Use/Res w Non Res,1451,BATHURST,ST, ,M5R,2013-05-23,2018-01-12,2019-08-07,Closed,"Proposal to construct a 23 sty condo with ground flor commercial, 283 residential units, and 4 levels of below grade parking.  Also known as 501 St Clair Ave W.",365.0,0,False
