X_id,PERMIT_NUM,REVISION_NUM,PERMIT_TYPE,STRUCTURE_TYPE,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,DESCRIPTION,GREEN_ROOF_AREA,GREEN_ROOF_VARIATION_AREA,ECO_ROOF
61,11 284988,0,New Building,Multiple Use/Non Residential,85,HARBOUR,ST, ,   ,2011-09-30,2013-07-26,2017-02-28,Closed,Waterpark Phase III -Erect a new 30 storey non-residential building complete with 2 levels of retail at and above grade and office above. Proposed would connect to the Phase 1 and 2 lands being 10-20 Bays Street.  Pedestrian connection to connect to ACC and over lakeshore boulevard to follow under separate permit,4363,0,False
62,11 287084,0,New Building,Mixed Use/Res w Non Res,328,ADELAIDE,ST,W,M5V,2011-10-04,2013-09-04,2015-11-13,Closed,"New 40 storey mixed use building with retail at grade (305m2), 2nd and 3rd floor offices (1464m2), 429 residential units above (27222m2), 108 parking spaces in 5 levels below grade parking (5893m2), mechanical service space (1343m2), with sprinklers throughout the building (36227). See 10-304143 for Site Plan Approval, and 10 239523 for Rezoning application.",63.01,0,False
63,11 287641,0,New Building,Apartment Building,2200,LAKE SHORE,BLVD,W,M8V,2011-10-05,2014-03-20,,Inspection,"proposed 44 storey condominium with 434 residential units, w/ retail on ground floor, 5 levels of underground parking PHASE 2",2086.,0,False
64,11 288197,0,New Building,Elementary School,30,THISTLE DOWN,BLVD, ,M9V,2011-10-06,2012-07-31,,Inspection,Proposed construction of a new (2) storey elementary school with a daycare centre on a vacant lot.,,330.4,False
65,11 288242,0,New Building,Apartment Building,508,WELLINGTON,ST,W,M5V,2011-10-06,2013-05-21,,Inspection,"Proposal to construct a 11 storey residential builidng with 89 dwelling units.Total 28 parking spaces provided (including 5 off-site parking spaces). See 3 demo permits (508, 512, and 516 wellington St W).  Lot comprised of 508, 512 and 516  Wellington St. W.",175.9,NA,False
66,11 293926,0,New Building,Apartment Building,68,CANTERBURY,PL, ,   ,2011-10-17,2013-01-21,2016-04-19,Closed,"18 storey apartment building with 209 suites, two levels of underground parking garages linked to 20 units of three storey townhouses  
",248,227,False
67,11 294699,0,New Building,Apartment Building,132,BERKELEY,ST, ,M5A,2011-10-18,2013-01-22,2017-03-08,Closed,Proposal to construct new 10 storey residential dwelling with 177 residential units and two below grade parking levels.,300,NA,False
68,11 295644,0,New Building,Apartment Building,2157,LAKE SHORE,BLVD,W,M8V,2011-10-19,2014-11-13,,Inspection,"To construct new 10 storey residential building and 39 storey mixed use building with commercial uses on the ground floor, 516 units (Building A and Building B). 
Foundation drawings in the Kingsway Room
",1087,0,False
69,11 299749,0,New Building,Mixed Use/Res w Non Res,251,KING,ST,E,M5A,2011-10-26,2015-02-25,,Inspection,"Proposal to construct new 17-storey mixed-use building consisting of underground parking (3223.4m2), 132 residential units (10704.49m2), retail (362.33m2), mechanical space (883.73m2), with sprinklers included throughout the building (14272.73m2).  Also see STE files 08-186000 for rezoning, and 08-186022 for site plan approval.",181.27,0,False
70,11 309981,0,New Building,University,341,YONGE,ST, ,M5B,2011-11-15,2012-10-31,2015-07-27,Closed,"New Building -8 storey (plus mechanical) Student Centre for Ryerson University, with retail at and below grade. Proposal includes the construction of an above grade encroachment into the City-owned O'Keefe laneway to permit a bridge connection to the existing second and third floor level of the Ryerson University library building at 350 Victoria Street. ",889.5,0,False
71,11 310205,0,New Building,Multiple Use/Non Residential,30,BERTRAND,AVE, ,M1L,2011-11-15,2012-07-17,2014-03-25,Closed,construct two  storey office building BLD B,240.52,140.52,False
72,11 311255,0,New Building,Mixed Use/Res w Non Res,621,KING,ST,W,M5V,2011-11-17,2015-11-10,,Inspection,"Proposal to construct a mixed use building comprising of one 16 storey and one 11 storey tower, and 6 levels below grade parking, which includes four levels (P1, P1 Mezz, P2 and P3) commercial parking garage. Total 408 residential dwelling units.  (This includes three additional floors added as per by-law 1116-2013 applied for Dec/13). Public Pool On The Roof Require Separate Permit.
(Note-see active stand alone Shoring permit and STR 00 CP)",1225.3,NA,False
73,11 311907,0,New Building,Apartment Building,130,GEORGE HENRY,BLVD, ,M2J,2011-11-18,2014-05-09,,Inspection,"Emerald City Developent lll ( Building A1 / A3 on Parkway Forest ) 25 Storey Residential Building over 4 levels of below garde parking, total 316 new residential condominium units.",489,0,False
74,11 312272,0,Building Additions/Alterations,Elementary School,270,MANSE,RD, ,M1E,2011-11-18,2012-06-18,2018-07-10,Closed,"addition, interior alterations to school",1197.00,NA,False
75,11 312940,0,New Building,Apartment Building,8,GLADSTONE,AVE, ,M6J,2011-11-21,2012-11-13,,Inspection,"This is for the construction of a mixed use condominium building consisting of eight (8) storey's, with retail on the ground floor and two levels of below grade parking. 
BIN 2269",356,0,False
76,11 319306,0,New Building,Apartment Building,32,DAVENPORT,RD, ,M5R,2011-12-01,2013-10-22,,Inspection,Proposal to construct a 31 sty condo with 5 levels of below grade parking.,380,0,False
77,11 319757,0,New Building,Mixed Use/Res w Non Res,17,GLEBE,RD,W,M5P,2011-12-02,2014-03-19,2020-11-10,Closed,"Proposed is a 10 storey mixed-use building with 197 residential units with retail at-grade and below grade parking. 1994-2008 YONGE ST, 17 GLEBE ROAD WEST.  NEW ADDRESS - 23 GLEBE ROAD WEST.",429.78,0,False
78,11 320212,0,New Building,Retail Store,50,RESOURCES,RD, ,M9P,2011-12-02,2012-06-14,2014-01-21,Closed,Construct new retail store *Lowes* .,0,364.8,False
79,11 322222,0,New Building,Apartment Building,34,HAZELTON,AVE, ,M5R,2011-12-07,2016-01-19,,Inspection,This is for a new seven (7) storey residential condominium with three (3) below grade parking levels. This building will have 19 units. please refer to planning folders associated with this address. The new address of the building will be 36 Haazelton Avenue.,82,82,False
80,11 324279,0,New Building,Elementary School,1,BOTHAM,RD, ,M2N,2011-12-12,2012-10-16,2013-11-27,Closed,Three storey elementary school connected to a one storey kindergarten classroom pod - New St. Edward Catholic Elementary School ,0,460.8,False
81,11 325405,0,New Building,Mixed Use/Res w Non Res,511,BREMNER,BLVD, ,   ,2011-12-13,2015-04-22,,Inspection,"Block 33: This is for a new condominium with 943 units with one tower at 41 storeys located at the southeast is known as tower AA and one tower of 39 storeys located northwest on the property and known as Tower BB. This building will have four(4) levels of below grade parking and the ground floor of both towers will be commercial space.  
Interior Fitout and Cladding Permit under 13-241121",693,1039,False
82,11 327014,0,New Building,Apartment Building,707,DOVERCOURT,RD, ,M6H,2011-12-16,2012-12-12,,Inspection,permit to construct new 5 storey residential building with 75 units - 2 levels below grade parking - 67 parking spaces - 77 bicycle parking spaces. - see 09 108744 STE 19 SA,497,NA,False
83,11 327064,0,New Building,Apartment Building,210,SIMCOE,ST, ,   ,2011-12-16,2013-10-23,,Inspection,".3
Proposal to construct a 25 Storey (+ Mech. Penthouse) residential tower, 3 levels of below grade parking, and  296 residential units. There will be no Non-Residential uses.
",607.69,NA,False
84,11 327297,0,New Building,Apartment Building,54,BERWICK,AVE, ,M5P,2011-12-16,2014-02-14,2020-09-29,Closed,"Erect a new apartment building 17 stories in height complete with 214 units, 12 for rental purposes and 20 3-storey townhouse dwelling units fronting onto Duplex Ave. A three level below grade parking facility containing 272 parking spaces is to be constructed to serve the development. 
",445,0,False
85,11 327513,0,New Building,Apartment Building,2200,LAKE SHORE,BLVD,W,M8V,2011-12-16,2013-10-25,,Inspection,Proposed construction of one 42 storey 428 unit apartment buiding with 5 levels of underground parking garage and commercil area on ground floor (Phase 3).,220,0,False
86,11 329274,0,Building Additions/Alterations,Multiple Use/Non Residential,2300,YONGE,ST, ,M4P,2011-12-21,2013-01-29,,Inspection,Three storey addition to existing retail and office complex - Yonge Eglinton Centre,257.58,NA,False
87,11 329361,0,New Building,Mixed Use/Res w Non Res,783,BATHURST,ST, ,M5S,2011-12-21,2013-12-23,,Inspection,Construct a new 9 storey residential condominium complete with ground floor retail space. A total of 195 units are to be provided. ,508.38,NA,False
88,11 329842,0,New Building,Other,25,REES,ST, ,   ,2011-12-22,2014-06-27,,Inspection,Proposal to demolish existing building and construct new Transformer Station for Toronto Hydro Electric. The two storeys building is comprise of offices with three storey of mechanical equipment below grade. [See 255 Bremner Blvd. for SPA. 255 Bremner Blvd. lot has been severed] (Precinct Agreements),1269.24,NA,False
89,11 330105,0,New Building,Mixed Use/Res w Non Res,1205,QUEEN,ST,W,M6K,2011-12-22,2014-01-09,,Inspection,Proposal to construct a 8 storey condo with ground floor commercial and 2 levels of underground parking.  70 residential units.,277.32,0,False
90,11 330479,0,New Building,Mixed Use/Res w Non Res,760,THE QUEENSWAY, , ,M8Z,2011-12-23,2014-06-04,2017-09-05,Closed,Proposal to construct new 8 storey mixed use building with retail area on ground floor and 74 rasidential apartment units.,349,NA,False
91,11 330588,0,New Building,Multiple Use/Non Residential,475,FRONT,ST,E,M5A,2011-12-23,2014-12-11,2017-04-25,Closed,Proposal to construct a 9 sty student residence and a 2 sty community sports facility with 1 level of below grade parking.  PAN-AM.  BLOCKS 1 & 14.,3290,0,False
92,11 330642,0,New Building,Apartment Building,475,FRONT,ST,E,M5A,2011-12-23,2014-03-11,2017-05-18,Closed,Proposal to construct a 10 sty residential building with 1 level of below grade parking.  108 units. Affordable Housing.  PAN-AM.  BLOCKS 2 & 3.,504,NA,False
93,11 330653,0,New Building,Mixed Use/Res w Non Res,475,FRONT,ST,E,M5A,2011-12-23,2014-03-11,2017-05-19,Closed,Proposal to construct a 12 sty residential building with ground floor retail and 1 level of below grade parking.  145 units. Affordable Housing.  PAN-AM.  BLOCK 15.,540,0,False
94,11 331342,0,New Building,Elementary School,29,MEADOWVALE,RD, ,M1C,2011-12-28,2012-03-19,2013-10-11,Closed,construct a proposed new 2 storey elementary school and daycare,379.20,0,False
95,11 331561,0,New Building,Mixed Use/Res w Non Res,56,BLUE JAYS,WAY, ,M5V,2011-12-29,2014-08-26,2025-02-27,Closed,"Proposal to construct a 41 sty mixed use building consisting of a condo (floors 9-39 with 344 units), Hotel (ground-8th & roof top amenities), ground floor restaurant, and 6 levels of below grade parking.",397.5,278.64,False
96,11 331561,1,New Building,Mixed Use/Res w Non Res,56,BLUE JAYS,WAY, ,M5V,2015-04-02,2016-05-20,2025-02-27,Closed,Revision to add 3 addtional residential floors to mixed-use building currently under construction,303.5,94,False
97,12 105190,0,New Building,Mixed Use/Res w Non Res,11,CHARLOTTE,ST, ,M5V,2012-01-12,2014-07-28,,Inspection,"Proposal to construct a 32 sty condo with commercial at grade, 232 dwelling units, and 4 levels of below grade parking.",36.5,0,False
98,12 106788,0,New Building,Club,1901,MOUNT PLEASANT,RD, ,M4N,2012-01-16,2012-06-05,2015-03-09,Closed,Three storey clubhouse - Rosedale Golf Association Ltd.,184.9,304.3,False
99,12 107739,0,New Building,Mixed Use/Res w Non Res,60,JOHN,ST, ,M9N,2012-01-18,2014-06-11,,Inspection,"Proposal to construct a new 33 storey mixed use condo with ground floor retail, 412 residential units, and 5 levels of below grade parking with 163 parking spaces.
(TENTATIVE ADDRESS 8 MERCER ST)",388.54,88.79,False
100,12 109059,0,New Building,Library,170,FORT YORK,BLVD, ,   ,2012-01-20,2012-08-30,,Inspection,"Proposal to construct a 2 sty library building.  New address - 200 Fort York Blvd.  Also see active BLD permit for below grade parking connection 11 263561.  ""Fort York Bathurst Library"".actual address 190 Fort York Blvd.",408.5,0,False
101,12 109230,0,New Building,Multiple Use/Non Residential,41,LEBOVIC,AVE, ,   ,2012-01-20,2012-07-30,2013-04-25,Closed,Construct new retail/office complex BLD D,243,NA,False
102,12 109234,0,New Building,Apartment Building,3563,LAKE SHORE,BLVD,W,M8W,2012-01-20,2013-09-17,2015-01-22,Closed,Proposed construction of a new (7) storey mixed-use building containing (72) residential units and commercial uses on the first floor.,397,NA,False
103,12 113376,0,Building Additions/Alterations,Apartment Building,52,SUMACH,ST, ,M5A,2012-01-27,2012-12-18,,Inspection,permit to review installed green roof,227.29,0,False
104,12 114933,0,New Building,Mixed Use/Res w Non Res,120,BREMNER,BLVD, ,   ,2012-01-31,2013-11-26,2019-01-23,Closed,"New 31 storey office tower..  See building permit 10 255756 BLD for hotel portion.
Permit for construction of new mixed use building with Hotel and Retail uses.  PLEASE NOTE THAT UNDERGROUND PARKING GARAGE WILL SERVICE HOTEL BUILDING AS WELL AS NEW OFFICE BUILDING -  3 levels of underground parking - 379 parking spaces - plus 26 small car parking spaces - all spaces to be divided between buildings. - SEE REFERENCE PACKAGE OF NEW ",1827.57,126.09,False
105,12 117088,0,New Building,Mixed Use/Res w Non Res,1030,KING,ST,W,M6K,2012-02-03,2013-07-17,,Inspection,New mixed use building consisting of 2. 14 storey towers connected by a 4 storey podium complete with ground floor commercial in each and 602 residential units above. Included in the proposal is a 4 storey below grade garage facility. ,2014,0,False
106,12 119084,0,New Building,Apartment Building,3018,YONGE,ST, ,M4N,2012-02-08,2016-04-01,2020-11-04,Closed,"Lanterra ( Yonge Lawrence ) 13 Storey Condominium  Building with 4 underground levels Parking.
Revised plans submitted January 12, 2015. (Recieved by Albert Smith). An additional $150,514.78 is owing for Parks Levy or the new units on the 13th floor.",342,0,False
107,12 124662,0,New Building,Apartment Building,102,SHUTER,ST, ,M5A,2012-02-17,2015-06-08,2017-08-11,Closed,Permit to construct new 14 storey residential condominium building with 50  units.  The base of the building includes three 2-storey townhouses fronting on Shuter Street.  There are 42 parking spaces proposed within a three level underground garage accessed from an existing public lane.  A valet will take cars to the underground garage via a car elevator. - Please see 10 249540 STE 27 SA for Site Plan Approval application - and note site plan indicates 48 units where building permit indicates 50 units.,252,NA,False
108,12 124719,0,New Building,Retail Store,30,IRONSIDE,CRES, ,   ,2012-02-17,2014-05-22,,Inspection,"CONSTRUCT NEW RETAIL BUILDING 'D""",1317,0,False
109,12 129679,0,New Building,Apartment Building,36,PARK LAWN,RD, ,M8Y,2012-02-29,2015-11-02,2016-11-16,Closed,Construction of 44 storey apartment building with 421 residential dwelling units plus 1 guest suite total 422 units.,361.12,0,False
110,12 135248,0,Building Additions/Alterations,Elementary School,85,MOATFIELD,DR, ,M3B,2012-03-12,2012-09-25,2017-09-15,Closed,Moatfield Foundation Operation - Three storey addition and renovation to the front the school.,810,NA,False
111,12 140070,0,New Building,Apartment Building,2,OLD MILL,DR, ,M6S,2012-03-21,2014-11-06,,Inspection,Proposal to construct a 10 storey residential building consisting of 215 dwelling units and below grade parking spaces,578.4,0,False
112,12 144517,0,New Building,Mixed Use/Res w Non Res,41,OSSINGTON,AVE, ,M6J,2012-03-28,2014-05-13,,Inspection,Proposal to construct a 6 sty condo with 28 residential units and ground floor retail.  NOTE:  See active stand alone shoring permit.,141,0,False
113,12 146242,0,New Building,Recreational,55,FOREST MANOR,RD, ,   ,2012-03-30,2014-03-20,2021-04-23,Closed,Parkway Forest Community Centre,726,0,False
114,12 148129,0,New Building,Apartment Building,635,KING,ST,E,   ,2012-04-03,2014-03-14,,Inspection,"Proposal to construct a 13 sty condo with 249 residential units.  PHASE 2 - PARCEL ""F"".",1007,NA,False
115,12 154305,0,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,930,WARDEN,AVE, ,M1L,2012-04-16,2013-06-26,2014-09-25,Closed,construct new addition to existing building and interior alterations,473,NA,False
116,12 165641,0,New Building,Community Hall,115,BLACK CREEK,DR, ,   ,2012-05-02,2013-03-21,,Inspection,Proposal to construct new two storey community centre with indoor pools.,2000,NA,False
117,12 165641,2,New Building,Community Hall,115,BLACK CREEK,DR, ,   ,2023-09-08,2023-11-16,,Revision Issued,"Rev 02 - Replacement of the existing roofing assemblies at selected roof sections including green roof.
Revision 01 - Green Roof Amendment
(Proposal to construct new two storey community centre with indoor pools)",2239,0,False
118,12 166355,0,New Building,Mixed Use/Res w Non Res,475,FRONT,ST,E,M5A,2012-05-03,2014-11-14,2016-10-18,Closed,"Proposal to construct a 11 sty condo with retail at grade and 1 level of below ground parking & above grade parking.  PAN-AM GAMES - BLOCKS 11 PHASE 2, WEST DON LANDS.  See Site Plan 11 314634.",4823,NA,False
119,12 166727,0,New Building,Mixed Use/Res w Non Res,21,GRENVILLE,ST, ,M4Y,2012-05-04,2014-05-30,2017-12-27,Closed,This is for the a new 50 storey mixed use building.The Heritage Bldg @ 9 Grenville is to be relocated/maintained and the new Bldg constructed around it.There will be retail on the ground floor and residential above. There will be 495 residential units and 3 ground floor retail units. There will also be 5 levels of below grade parking garage with 126 parking spaces and 437 bicycle lockers. This is known as 21 Grenville Street. Refer to associated planning folders and OMB decision. ,118,70.8,False
120,12 170167,0,New Building,Mixed Use/Res w Non Res,475,FRONT,ST,E,M5A,2012-05-09,2015-10-14,2016-10-14,Closed,"Proposal to construct 15 sty condo with 436 units, ground floor commercial, and 2 levels of below grade parking.  PAN-AM GAMES - BLOCK 4 - PHASE 2, WEST DON LANDS.",1701.4,NA,False
121,12 171492,0,New Houses,SFD - Detached,360,WALMER,RD, ,M5R,2012-05-11,2012-05-31,2012-11-02,Closed,"Permit to demolish existing dwelling and construct new three storey detached single family dwelling with internal garage and a second and third floor roof deck. - See 12 144933 ZZC for Zoning Review.
NOTE: DO not issue Disk ---it has not been updated; just the certificate",85,NA,False
122,12 174617,0,New Building,Office,165,GALAXY,BLVD, ,   ,2012-05-16,2013-03-07,2024-06-14,Closed,"To construct a new two (2) storey Office Building (Building ""A"").",1176.45,NA,False
123,12 174758,0,New Building,Apartment Building,4180,DUNDAS,ST,W,M8X,2012-05-16,2014-01-15,2015-01-26,Closed,To construct an 8-storey seniors apartment building with a total of 139 dwelling units,568,NA,False
124,12 176280,0,New Building,Mixed Use/Res w Non Res,591,DUNDAS,ST,E,M5T,2012-05-18,2013-05-24,,Inspection,"Block 25 South Tower and Podium - New Address will be 55 Belshaw. - Permit to construct new 29 storey mixed use building with 5 storey podium - First 2 levels mixed use commercial / retail / office space, remainder residential - 416 residential units - 2 levels below grade parking",1773.5,NA,False
125,12 180974,0,New Building,Mixed Use/Res w Non Res,290,ADELAIDE,ST,W,M5V,2012-05-28,2014-07-07,,Inspection,"Proposal to construct a 40 sty condo with commercial on ground floor, below and above grade parking, and 369 residential units.",350.7,0,False
126,12 183901,0,New Building,Mixed Use/Res w Non Res,18,REAN,DR, ,M2K,2012-05-31,2013-09-18,,Inspection,"Proposed 6/7 storey mixed use building comprising 140 dwelling units. The building has a gross floor area of 10,421.0 square metres including 475 square metres of ground floor commercial space and 2 levels of underground parking.",477,NA,False
127,12 185147,0,New Building,Mixed Use/Res w Non Res,195,DAVENPORT,RD, ,M5R,2012-06-01,2014-01-29,2018-07-30,Closed,Construct new 9 storey mixed use building complete with 4 levels of below grade parking and ground floor retail space. included int h proposal is 38 residential dwelling units. ,114,NA,False
128,12 200240,0,New Building,Apartment Building,0,BONIS,AVE, ,   ,2012-06-26,2014-11-06,,Inspection,"New 20 storey residential building ""Love Condo""",407,365.9,False
129,12 201776,0,New Building,Apartment Building,310,TWEEDSMUIR,AVE, ,M5P,2012-06-27,2014-03-27,,Inspection,Permit to construct new 30 Storey Residential Rental apartment building with 251 residential units above and 3 levels parking garage secured under related building permit 10-319982. ,637,0,False
130,12 202451,0,New Building,Elementary School,50,UPPER ROUGE,TRL, ,   ,2012-06-28,2013-02-14,2014-10-08,Closed,construct new 6 224 m2 TDSB elementary school,1159,NA,True
131,12 203332,0,New Building,University,100,DEVONSHIRE,PL, ,M5S,2012-06-29,2013-06-28,2015-01-30,Closed,Construct new Varsity Centre (2 storey below grade and 4 storey above grade multi-purpose facility For University of Toronto(Faculty of Physical Education) for High Performance Sports.,1080,NA,False
132,12 204706,0,New Building,Apartment Building,55,ANN O'REILLY,RD, ,   ,2012-07-04,2015-04-09,,Inspection,"43 storey condo with 483 units, linked together with 8 storey condo, two levels of amenedies,  and 4 levels of underground parking ",1287.6,0,False
133,12 207842,0,New Building,Indoor Swimming Pool,875,MORNINGSIDE,AVE, ,   ,2012-07-09,2013-10-29,2014-12-12,Closed,construct indoor swimming pool with restaurant and office space for PAN AM aquatic centre,60,NA,False
134,12 209746,0,New Building,Mixed Use/Res w Non Res,1243,DUNDAS,ST,W,M6J,2012-07-11,2015-08-24,2015-09-03,Closed,"Proposal to construct a 8 sty condo with 39 residential units, commercial at grade, and 1 level of below grade parking.  1243-1245 DUNDAS ST W.  See Demo and Site Plan.",183.0,NA,False
135,12 211627,0,Building Additions/Alterations,Industrial,1415,WESTON,RD, ,M6M,2012-07-16,2013-02-01,,Inspection,Proposal to construct Phase 1 of addition to Irving Tissue Corporation,11773,NA,False
136,12 213264,0,New Building,Other,6,ELM,AVE, ,M4W,2012-07-17,2013-07-05,2016-07-22,Closed,"Demolition of existing dining facility , construction of new dining, athletics and wellness facility, also with two pools and connection  to existing elementary school, connection to existing pedestrian bridge on the east side.",786,NA,False
137,12 213264,1,New Building,Other,6,ELM,AVE, ,M4W,2014-02-05,2014-10-02,2016-07-22,Closed,Proposal to revise the green roof.,764,0,False
138,12 219269,0,New Building,Mixed Use/Res w Non Res,30,ROEHAMPTON,AVE, ,   ,2012-07-26,2015-04-14,,Inspection,Proposal to construct a 34 storey condo with 397 residential units and four levels of below grade parking. Toronto Parking Authority will occupy the upper two of the four levels of below grade parking. Residents' parking to occupy the lowest two levels with additional parking within adjacent #2345 Yonge St.,1081,NA,False
139,12 221439,0,New Building,Mixed Use/Res w Non Res,199,RICHMOND,ST,W,M5V,2012-07-31,2015-03-05,2019-04-03,Closed,PHASE 2 - Permit to construct new 41 storey building with ground floor commercial space - 409 residentail units - 75 additional parking spaces (balance of PHASE 2) - 5 levels below grade parking. - 35 Bicycle parking spaces.,473,0,False
140,12 223573,0,New Building,Mixed Use/Res w Non Res,13,SUPERIOR,AVE, ,M8V,2012-08-02,2013-12-17,,Inspection,Proposed new development of 11 storey  (132 residential units) Condominium Apartment Building with retail component at the ground floor and underground parking areas.,387,0,False
141,12 230546,0,New Building,Multiple Use/Non Residential,1602,THE QUEENSWAY, , ,M8Z,2012-08-16,2012-12-10,2015-09-23,Closed,"Proposal to construct one 3 unit building, Shell Only (Building ""D, E, F"")",790,0,False
142,12 233929,0,New Building,Apartment Building,2150,LAWRENCE,AVE,E,M1R,2012-08-22,2014-09-22,2016-07-08,Closed,construct a 19 storey condominium with 227 units,1519,0,False
143,12 235082,0,New Building,Mixed Use/Res w Non Res,70,TEMPERANCE,ST, ,   ,2012-08-24,2013-08-09,2017-10-03,Closed,"Proposal to construct a 54 sty condo with ground floor commercial, 4 levels of below grade parking, and 798 residential units.",587,NA,False
144,12 236480,0,New Building,Industrial,5533,STEELES,AVE,W,M9L,2012-08-27,2013-04-17,,Inspection,To construct new one storey multi-unit industrial building.,2459,NA,False
145,12 246001,0,New Building,Mixed Use/Res w Non Res,318,RICHMOND,ST,W,M5V,2012-09-13,2014-09-04,,Inspection,"Construction of a 39-storey mixed-use building with 402 residential units, 5 level below grade parking and the first three levels will be used for a mix of retail and office components. This will be named ""PICASSO"".",501.75,11.35,False
146,12 246672,0,Small Residential Projects,SFD - Detached,95,NORTON,AVE, ,M2N,2012-09-14,2012-10-04,2012-12-20,Closed,Green roof over detached garage. See permit file #12-115202.,53.6,NA,False
147,12 260027,0,New Building,Library,150,BOROUGH,DR, ,M1P,2012-10-09,2013-05-09,,Inspection,construct a one storey City of Toronto Library ,814,NA,False
148,12 260121,0,New Building,Retail Mall/Plaza,3757,KEELE,ST, ,M3J,2012-10-09,2013-04-17,2025-08-14,Closed,Two storey WalMart.,2270,NA,False
149,12 260361,0,New Building,Apartment Building,88,SHEPPARD,AVE,E,   ,2012-10-10,2014-05-21,2016-08-22,Closed,"34 storey residential apartment building with green roofs above the two and four storey residential portions, 359 dwelling units, linked (mechanically and electrically) with 2 blocks of three storey residential townhouses containing a total of 16 dwelling units all above three levels of underground parking",712,NA,False
150,12 261353,0,New Building,Apartment Building,66,ISABELLA,ST, ,M4Y,2012-10-11,2014-01-29,,Inspection,Proposal to construct a new 23 storey apartment building (please refer to 12-261326 DM) ,392,0,False
151,12 265687,0,Building Additions/Alterations,Retail Store,1475,THE QUEENSWAY, , ,M8Z,2012-10-19,2013-06-28,,Inspection,Non-public warehouse addition to the existing Ikea store,196.3,NA,False
152,12 266823,0,New Building,Mixed Use/Res w Non Res,434,ADELAIDE,ST,W,M5V,2012-10-23,2015-08-04,,Inspection,"Construct a new 11 storey mixed use building with 236 residential units (14167m2), 3 levels of below grade parking (4941m2), green roof (1132m2), and commercial at grade (913m2).  See related Site Plan Approval file 11-237693 (still under review), OMB file 11-300231, and Rezoning file 12-104040 (still open)",1132.0,0,False
